index|caption|label
851|thick column tornado approaching cloudy sky.|0
49|rough tree bark moss growing it.|0
99|ruined walls church backdrop white clouds blue sky.|0
293|two happy young boys smiling, one blond hair blue eyes, brown hair eyes.|1
138|black gray striped cat stretching itself.|1
669|bunch smooth wind- sea-weathered rocks.|0
478|lightning bolts shooting across sky building trees visible|0
571|woman bra panties lying abdomen patterned sheet.|1
330|silver fire hydrant red top wall vegetation.|0
298|man pushups athletic field head close grass.|0
633|three brown pine cones green pine tree.|1
558|three nude men posing beach several clothed people background|0
462|canoes dock alpine lake surrounded mountains forests.|1
395|long-haired goat sitting ground eyes closed head held up.|1
228|group women looking destroyed brick building, standing front destroyed fence post pile rubble.|-1
610|two people parasailing large parachute tow rope going picture.|1
797|orange dark blue ray light blue water.|0
596|stack white paper, fanned near top.|0
239|parched earth cracks running every direction.|0
20|black white picture person hands head, grimacing.|-1
746|elevated walkway paved stones meandering past trees houses.|1
579|young woman black long hair lying white sofa stomach. topless, right arm covering breasts. wearing thong showing buttocks s. high heeled shoes.|1
5|three bottles wine red wrapping around necks, dark background.|0
68|polar bear snow muzzle, walking snowy ground.|1
378|large scrap metal pile containing cars appliance parts.|-1
208|dead body youngster lying ground amongst dead bodies.|-1
182|man woman kissing glare sun obscuring faces.|1
137|brown white cat looking eyes wide open ears pointing forward.|1
77|man's hand, holding black white bird.|0
169|cup coffee heart shape made milk foam, saucer teaspoon.|1
625|grey pigeon red feet standing green grass.|0
220|bowl light brown dark brown cookies, sitting wooden surface.|1
144|man hat holding five lit torches front water people standing behind him. appear silhouette.|0
871|black white image large waterfall, lights city behind it.|1
614|large group penguins stands ice field. water ice cliffs background.|1
508|brown haired woman wearing red turtleneck sweater black jacket holding blonde baby wearing grey tube knit sweater.|1
432|heart-shaped detail wrought iron fence.|0
466|snowy mountains pine trees reflected calm lake. parking lot edge lake.|1
385|brightly colored plastic paper trash strewn around.|-1
263|little terrier tongue hanging bow head.|1
646|green present wrapped blue ribbon, purple present wrapper lavender ribbon, pink present white dots wrapped pink ribbon.|1
320|fire engulfing bushes shore lake sundown.|0
134|black white cat eyes half closed angry expression face.|0
864|group soldiers standing behind artillery fired. smoke shooting artillery shell visible barrel.|-1
349|bouquet blue white flowers mixed green leaves.|1
876|three-tiered cake, pink yellow frosting it, purple, pink, yellow flowers. blue plates next it.|1
126|stacked rows brown corrugated cardboard.|0
277|dog lying back couch looking towards viewer.|1
862|square section white cement plaster wall rough irregular texture.|0
147|large array white crosses stars david military cemetery.|-1
414|gun lying table seven bullets next it.|-1
140|long-haired brown cat sitting icy ledge.|1
189|woman kissing smiling man cheek|1
856|smoking crater grey plume smoke white cloud.|-1
786|military personnel ceremonial uniforms lined row.|0
51|wood bark shades brown grey color.|0
854|old women left eye pulled open two sets fingers, revealing raw-looking red flesh eyeball used be.|-1
884|row chairs tables set meal red napkins inverted water glasses.|0
636|wreck airplane cockpit caved in, sitting black dirt.|-1
336|yellow fireworks going black sky.|1
380|pile metal garbage. turquoise car bottom right hand corner image.|-1
686|man running past walkers trees sun casting eerie red glow.|0
562|young man lifting another man shoulders effort. man relaxed lying dance like pose shoulders.|0
3|two cocktails brown wooden table. cocktail front white one behind brown. two napkins logo cocktails.|0
187|man embracing woman behind arm around neck shoulders.|1
37|crying baby eyes closed mouth open.|-1
575|woman wearing red bikini lying sand. three strands pearls around neck blue eye shadow mascara. eyes ae closed relaxed expression. bikini bra shows half full size breast.|1
75|gold brown ducklings swimming mother pond.|1
22|large brown lizard eating rotting flesh dead animal.|0
326|blackened branches foreground fire background.|-1
585|tangled pile rubber bands.|0
653|rafters tipping navigating stretch white water.|0
670|rounded wet stones various sizes colors.|0
742|young girl lying next infant piece fabric flower leaf patterns it. wearing white clothes.|1
540|bearded fit-looking man shirt stands looking left. cap pair work gloves. appears pulling left one.|0
451|large burning cross, people white robes hoods circling around it.|-1
803|straight two-lane road passing brown treeless hills patches snow them.|0
413|rifle scope bipod stand sitting blue table green light illuminating background.|-1
730|underwater view shark swimming water surface.|0
54|four barrels. one brown, two grey, one darker brown.|0
891|wooden spool brown thread, lying side wood surface.|0
234|fire-damaged building one section collapsed. american flag hangs building. disaster relief vehicles long cranes front building.|-1
889|two tree trunks five rocks foreground, trees background partially obscured smoke.|0
628|pigeon feeder eyeing two vegetables hanging mesh bag.|1
436|right foot woman exhibiting long wound partially healed.|-1
253|little white puppy lying green grass pink flower head.|1
475|lightning many branches purple sky city water.|0
376|horsehead nebula pink light hydrogen protostars illuminating background.|1
219|brown cake chocolate bottom, orange slices two white flowers top.|1
467|blue body water next bright green trees front grey copper mountain range.|1
79|boy sitting mother table birthday cake presents.|1
880|miniature bride groom figurines wedding cake|1
410|handgun lying surface muzzle pointing towards viewer.|-1
703|two women life jackets operating small sailboat. boat heeling sharply right leaning left balance it.|0
464|rock pool lake surrounded snow-capped mountains coniferous trees.|1
554|shirtless man sunburn across chest shoulders standing drink hand smile face.|0
332|deputy fire chief standing front smouldering heap pointing something left hand.|0
232|smashed remains automobile pile metal debris.|-1
374|planet space stars visible around it.|1
123|colorful race cars going around turn race track|0
863|black white photo boy aiming pistol.|-1
658|train track station left old building right. whole scene empty people trains. track veers right disappears light.|0
780|solar panels arranged geometric fashion field.|1
60|person walking along sandy seashore dawn.|1
536|man intercourse partner back.|0
651|trapped raccoon looking wire mesh opening two boards.|0
139|brown white cat lying head resting one cheek floor front leg extended.|1
296|girl sitting desk pencil hand writing note book, large smile face.|1
551|shirtless man looking straight ahead grim expression.|0
690|black white photo old man bushy eyebrows, wearing collared sweater.|0
656|whitewater raft several helmeted rowers board navigating boiling rapids.|1
588|pencils, pens, markers black pencil holder. pink, blue, red, green, black.|0
456|two-story house balcony second floor shutters windows. sloping field behind pond reflects house front it.|1
142|two cats sitting next eyes almost completely shut.|1
132|face ginger cat lying sideways floor eyes closed.|1
568|woman lying side left finger chin. looking viewer.|0
494|man holding head inside crossed arms, sitting front blue wall. holding prayer beads.|-1
113|red black supercar front wheels turned right.|1
373|streams colorful plasma alien world circular object foreground another visible background.|1
824|dark clouds rainstorm threatening town.|0
310|chain link fence front yellow wall casting shadows.|0
868|little girl facing soldier rifle pointed her.|-1
325|man-made structure engulfed rising flames.|-1
496|girl head tilted sad way sitting bed wet hair towel across torso.|-1
534|young couple kissing mouth mouth, sitting bench. man arms around woman's neck woman legs crossed man's legs. eyes closed.|1
677|tiled roof tiles broken tiles missing|0
590|possum showing teeth wide open mouth frightening posture.|0
268|dog leash mouth open, looking alertly towards camera.|1
533|dark-skinned woman sheet wrapped around her, caressed light-skinned man wearing silver watch, bed white sheets.|1
115|blue car hood smashed side road people looking it.|-1
741|turquoise syringe orange cap, lying top healthcare paperwork silver scissors background.|0
714|person long hair heavy make around eyes covering eyebrows vertical lines. person dark lipstick lines extending beyond corners mouth.|0
90|child looks rain-covered window head resting hand.|0
836|tiger mouth open. lying chain around neck.|0
700|man sitting ground hugging knees bending head eyes closed.|0
186|grey white monkey kneeling ground grooms another monkey lying ground front it.|0
354|large platter various kinds sushi, sushi background.|1
781|line soldiers silhouetted sunset background, standing front airplane.|0
125|five race cars going around track tight formation.|0
576|woman lying bed lingerie black underpants red black bustier.|1
473|yellow lightning hitting water two large dark rock formations. lightning rocks reflected water.|0
465|alpine lake surrounded mountains coniferous forests.|1
117|pieces glass right front side car shattered flying air.|-1
783|soldier combat uniform carrying rifle walking four young children dressed bright clothes.|0
471|lamb short fleece, running green grass.|1
417|man black jacket wearing gold wedding ring, opening shotgun wooden handle exposing two shells.|0
870|ship listing side smoke billowing bridge.|-1
161|purple lavender soap, cream, lotion, bath foam, front sprigs fresh lavender.|1
61|dark-haired woman lying beach elbows resting log.|1
763|man head lying keyboard laptop computer. eyes closed appears asleep. mouse red roller ball next him.|0
390|young child gazing something right hand mouth.|1
210|face woman wearing glasses looking pensive look.|0
607|brass marching band saxophonists trumpeter. sousaphone visible back.|1
120|two cars involved head-on collision|-1
795|greenish rock eyes, nose, smile carved it.|1
852|torture tools, including rack, cuffs,and chains. also sword helmets background.|0
217|two-layer square cake. white icing purple dots large purple flowers top.|1
619|parents holding young kids sitting blanket lawn park.|1
845|bathroom three urinals two walls. plants narrow ledge urinals.|0
155|young girl working textile mill. facing collection yarn spinners.|0
654|white water rafters navigating craft rough river.|1
355|bowl oranges. four oranges cut half.|1
883|bouquet flowers white ribbon lying gray stone steps.|1
869|two soldiers top armored vehicle guns scope shooting something.|0
531|naked man lying top naked woman.|1
539|nude man woman performing oral sex bed white sheets pillows. woman kneeling him, licking penis butt front face. man legs spread wide right hand woman's right leg butt. tattoos.|0
775|white coral reefs clump coral sticking|0
372|planets solar system cratered landscape.|1
491|old woman deeply lined face looking sad.|0
756|four skydivers free falling mountainous coastline.|1
64|beach many sailboats swimmers water. woman's legs chaise longue foreground.|1
725|dark grey shark lighter underbelly swimming water.|0
523|man three-piece suit standing front river tall buildings opposite shore background.|1
472|arching eruption molten lava.|0
334|string colorful starburst fireworks lakeside town|1
838|pile wood fills bottom half image, blue skies top half. white grey clouds blue sky.|0
306|fiery explosion kitchen counter outdoors movie set.|-1
424|bald man head wooden table. grasps empty liquor bottle right hand. shot glass seen behind left arm.|-1
233|parched piece earth cracks running every direction.|-1
289|happy young boy eating red radish.|1
391|back man standing edge dock facing water hands clasped behind head.|0
31|infant grasps adult finger hand.|1
329|bright red fire hydrant.|0
135|brown white cat standing outside front grass. cat back arched mouth open aggressive stance.|0
38|two unclothed smiling little babies colorful skull caps looking behind blanket.|1
538|silhouette man woman other's arms, kissing front waves beach.|1
128|top view assembled cardboard box.|0
246|scientist lab coat holding container half-filled blue liquid. hand holding eyeglasses.|0
631|three brown pine cones piece wood. image one pine cone mostly cut off.|0
302|silhouette burnt trees front large fiery explosion.|-1
745|grey paving stones arcs.|0
452|black white photo folding knife, pointing table angle, silver circles black handle.|0
319|fire truck directing stream water huge fire.|-1
638|single-engine plane lies upside-down near trees. landing gear twisted wing foreground broken.|-1
209|partially clothed body lying ground.|-1
50|gray tree trunk green moss growing bark.|0
33|baby east asian appearance lying belly head lifted up. wearing knit cap looking something right. teddy bear next several larger bears behind him.|1
604|paraglider sky backdrop sunlight dark clouds.|1
322|roaring fire, timber silhouetted bottom red embers visible among timber.|-1
72|two solid pool balls, one red, yellow, one striped red white pool ball.|0
36|small baby asleep side.|1
847|dark column tornado approaching road vehicle it.|-1
528|woman wearing pink shirt kissing man wearing green short sleeved shirt.|1
541|shirtless man wearing black shorts sitting front body water. tying laces black white sneaker.|0
145|crosses graveyard overcast sky framing orange glow setting sun.|0
685|men playing rugby grassy field. trees purple leaves old buildings background.|1
73|two geese swimming calm water sunset.|1
820|water splashed bespectacled woman eyes screwed shut.|0
167|orange black bugs, crawling brown wood.|-1
593|paint brush damaged worn bristles lying brown green burlap sack.|0
350|bouquet flowers red roses, purple anemones baby's breath.|1
623|spotted pig standing one side two-wire fence.|0
789|soldier wearing camouflage carrying gun stands pile rocks. military vehicle background.|0
59|vivid colorful sunset body water.|1
560|well-muscled naked black man standing arms sides.|0
243|dental professional mask safety glasses holding drill gloved hand.|0
264|wet dog holding stick mouth.|0
14|haggard looking black man dirty t-shirt knit cap glasses perched top head.|0
416|menacing looking machine gun background blue sky.|-1
609|paraglider flying bucolic farmland alongside lake.|1
454|pine trees, body water pine trees background.|1
578|woman lying stomach one rail train track. topless pants pulled enough show crease butt. tattoos back arms. wearing make up, black hair pulled white strands hair near end. breast touching rail right elbow resting it. sun shining back.|0
251|black brown dog floppy ears sitting grass.|1
555|"bald muscular man weary blue underpants ""geordi"" letters written band. staring straight tattoos arms belly. lying white towel legs spread apart."|0
516|clearing wooded area early morning fog highlighted sun.|1
878|man wearing suit woman wearing gown carrying bouquet pose behind blue car adorned flowers bows. elevated point lake town visible background.|1
131|black white photograph kitten person touching nose finger.|1
193|crow perches tree branch.|0
236|unpaved road goes field towards mountains distance.|1
351|two wedding rings sitting bunch pink roses.|1
785|two men military dress sitting side side eating turkey legs, rest turkey things table front them.|0
674|crowd people red roller coaster car going slope. one rider arms raised head.|1
201|couple dancing tango. wears ankle length skirt bright pink streamers.|1
176|leafless tree, covered snow. ground tree also covered snow, tracks seen right tree.|1
278|mostly white dog one brown ear lying grassy ground.|1
273|mangy looking dog orange peels feet.|-1
382|magazines pieces cardboard boxes lying dirt.|-1
773|sand dune next blue water, particles sand blown air.|0
835|boy wearing blue shirt, laughing another person tickles him.|1
667|pebbles various colors shapes strewn across sand.|0
747|white, grey, blue paving stones arranged arcs.|0
180|seven cotton swabs lying grey surface.|0
81|knife lying white cloth large blood stain around it. blade knife covered blood.|-1
618|old rotary-dial telephone desk fountain pen paper front it.|0
168|cockroach brown, white salmon markings back.|-1
493|man hand forehead eyes closed expression hopelessness.|-1
130|white brown cat green eyes standing rocky surface.|1
765|two young girls blond hair dressed identical white lace shirts, half way facing us smiling. right left arms crossed, touching wood beams.|1
484|lion cub looking carcass animal partially devoured.|0
377|blue, red, yellow image space, cloudy nebula center stars around it.|1
200|boys participating ritual dance holding spears dressed tribal grass clothing front hut.|0
16|man shaved head. eyes narrowed mouth open, top row teeth showing. front painting.|-1
460|glassy body water grey rocks it, pine trees background. behind pine trees, snowy mountains seen.|1
544|shirtless man wearing green shorts talking shirtless man wearing blue shorts, standing front water beach.|0
860|closeup texture piece wood. scratches many different directions wood wood colored various shades beige.|0
96|glass ball reflection fence woman taking picture.|0
715|woman demonstrating something front class children.|1
753|blue skies white clouds blocks apartment buildings.|0
489|rows white crosses graveyard green grass.|-1
304|fiery inferno forming patterns vivid red, orange black regions.|-1
547|shirtless man standing left hand head, deep contemplation.|0
492|little boy wearing knitted hat looking concerned.|-1
727|underwater view shark swimming second shark background.|0
313|chain-link fence strand barbed wire.|-1
10|two glasses champagne bread cheese plate, outdoors front body water pier.|1
423|man hang glider running mountain slope.|0
259|white poodle collar looking towards us middle grassy path.|1
434|jockey galloping brown racehorse.|0
545|man showering outside front green tree.|0
82|serrated knife blade, pushing someone's hand, bright red liquid blade.|-1
480|lion stands front gray rocks. head mane shown.|1
647|purple box light purple ribbon tied bow around it. background boxes different colors ribbons tied around them.|1
421|hang glider taking side mountain town below.|1
692|sad-looking little girl long hair standing front gate fence.|0
809|red sky black white clouds sun setting background.|1
796|ray resting seabed small striped fish swimming it.|0
324|line people blowing fire mouths.|0
352|feet man dressed orange robes, walking pink, red, white flower petals.|1
887|wolf sitting snow back licking lips behind enclosure.|1
26|pride lionesses feeding carcass freshly killed zebra.|-1
777|yellow green soccer ball lying field near chalk lines.|0
485|man massaging torso woman. woman's eyes closed, hands right cheek hair tied bun. relaxed smile face. man white long sleeve shirts hands wrinkled.|1
587|heads sharpened drawing pencils arranged tight array.|0
357|several containers raspberries.|1
177|two snowmen carrot noses eyes snowy field.|1
305|enormous mushroom cloud rises bikini atoll.|-1
622|woman, two boys, man sitting grass. woman's hands together prayer. boys man wearing white turbans.|1
34|man dressed black shirts holding new born baby.|1
179|blue cotton swabs sitting container.|0
801|multi-level stacks beer barrels wooden pallets.|0
328|bright red fire hydrant surrounded steel bars.|0
549|nude man making sign right hand|0
563|woman wet hair nude torso front white tiles towel bar behind her.|1
361|dirty damaged photograph woman messy hair holding head hands.|-1
225|helmeted construction workers standing damaged building front flags, threatening sky.|0
0|two acorns lying ground next oak leaves.|0
