id,image_file,caption
I419|Gun 9|A black rifle with a scope attached, lying next to a camouflage pattern rifle bag.
I476|Lightning 3|Lightning with many branches in a purple sky over a city on the water.
I474|Lightning 1|Yellow lightning hitting the water between two large dark rock formations.  The lightning and rocks are reflected in the water.
I585|Nude woman 22|A topless blonde woman kneeling on a red couch.  Her leg is tattooed above the ankle.
I703|Sad pose 7|A black and white drawing of a man holding a wounded woman, with a gun lying next to them.
I10|Alcohol 7|A bar with several bottles of wine and a partially-filled wine glass on it.  Three shelves full of bottles are in the background.
I298|Excited face 7|A freckled boy with braces on his teeth.  He is wearing a red helmet with a grate across the face.
I876|Wedding 3|The hands of a man and woman.  The woman is placing a silver wedding band on the man's finger.   She wears a matching wedding band and a bracelet.
I877|Wedding 4|A three-tiered cake, with pink and yellow frosting on it, and purple, pink, and yellow flowers. Blue plates are next to it.
I434|Horse 1|Two nuzzling horses, one with a white and brown head and brown mane, the other with a brown head and blonde main, in a grassy field.
I457|Lake 3|A two-story house with a balcony on the second floor and shutters on the windows.  A sloping field is behind it and a pond that reflects the house is in front of it.
I499|Money 1|Stacks of gold-colored pound coins, with the amount in each stack increasing from left to right.
I621|Picnic 2|Two girls both biting the same piece of watermelon.  They are sitting on a blue blanket in a grass field.
I750|Skier 1|A composite time-lapse image of a skier in white pants and a red jacket jumping off a snowy ramp.
I184|Couple 2|A man and a woman with their arms around each other, sitting on a white bench in front of a large house. The man is carrying a bouquet of flowers.
I818|Surgery 3|Surgeons and a nurse wearing masks and gowns, with blood on their gowns and gloved hands. A patient is on an operating table behind them. The surgeons are turned away, selecting tools to use.
I743|Siblings 1|A young girl lying next to an infant on a piece of fabric with flower and leaf patterns on it.  Both of them are wearing white clothes.
I28|Archery 1|A man in a flannel shirt and brown hat shooting an arrow from a bow.
I4|Alcohol 1|Two cocktails are on a brown wooden table.  The cocktail in front is white and one behind it is brown.  Two napkins with a logo on them are under the cocktails.
I83|Bloody knife 2|A serrated knife blade, pushing into someone's hand, with a bright red liquid on the blade.
I215|Depressed pose 3|A black and white photo of a woman sitting on the ground with one hand over her face and the other on top of her head.
I231|Destruction 8|A wrecked red Corvette, surrounded by broken wood and other trash. Gatorade and water bottles sit on a black table in front of it
I9|Alcohol 6|Two rows of rose and red wine bottles, lying in wood racks
I11|Alcohol 8|Two glasses of champagne and a bread and cheese plate, outdoors in front of a body of water and a pier.
I101|Bungee jumping 1|A man in free fall attached to a blue bungee jumping apparatus.  A river and mountain are below him.  He is wearing a white shirt and blue pants.
I637|Plane crash 2|A wreck of an airplane with the cockpit caved in, sitting in black dirt.
I683|Rooster 1|Four roosters with brown and black feathers, with two looking straight forward and two looking sideways.
I229|Destruction 6|A group of women looking at a destroyed brick building, standing in front of a destroyed fence post and a pile of rubble.
I796|Statue 2|A greenish rock with eyes, a nose, and a smile carved into it.
I325|Fire 8|A line of people who are blowing fire out of their mouths.
I357|Food 4|A table with roasted meat, sausages, bell peppers pickles and cucumbers.  There are two unopened bottles of beer on the table.
I725|Severed finger 1|A hand with a severed finger, in a plastic glove. The severed finger is bloody and wrapped in black material.
I873|Weapon 1|A gun battery on a boat, firing. There is a muzzle flash and blue water can be seen behind it.
I365|Frustrated pose 4|A black and white picture of a man with a beard and dark hair, wearing a white collared shirt and pressing a hand to his forehead.
I323|Fire 6|A roaring fire, with timber silhouetted in the bottom of it and red embers visible among the timber.
I673|Rocks 6|Different shades of grey rocks with sharp edges.
I554|Nude man 15|Three shirtless men in their underwear, standing in a blue room. One of the men is black, the other two are white.
I713|Scared face 5|A black and white photo of a woman with her eyes wide, lying in a bed and holding a white sheet over half her face.
I57|BDSM 2|Three women and two men with bondage gear walk down the street as a crowd looks on.   One woman carries a whip.  Another has bare breasts with a leather bodice supported by chains.
I428|Happy pose 1|A man in sandals, shorts, and a white shirt, jumping with his hands above his head and his legs pulled behind him over a brown field. In the background, mountains can be seen.
I792|Soup 1|A woman holding a white cup with a red liquid in it. Her nails are painted turquoise.
I527|Nude couple 1|A shirtless man with dark hair holding a woman and pressing his face against her back.
I546|Nude man 7|A man showering outside in front of a green tree.
I505|Mother 1|A silhouette of a woman holding a child above her head, with a yellow sky and water behind her.
I897|Yoga 3|A woman standing on one leg on a beach, with two boats in front of her in the water and smoke rising in the distance.
I77|Bird 4|A green bird with an orange beak, looking at a pink, purple, and blue bird with a black beak. Behind them is a chain link fence and a tree.
I601|Paperclips 2|Green, white, red, yellow, pink, black, and blue paperclips in a large pile.
I177|Cold 7|A leafless tree, covered in snow. The ground below the tree is also covered in snow, and tracks can be seen to the right of the tree.
I762|Sleepy pose 1|A sleeping girl with blonde hair lying on a white sheet.
I709|Scared face 1|A man is peering over a shelf and grasping it with his hands.
I55|Barrels 1|Four barrels.  One is brown, two are grey, and one is a darker brown.
I615|Penguins 1|A large group of penguins stands in an ice field.  Water and ice cliffs are in the background.
I199|Dancing 1|A man doing a cartwheel in a grass field.   He is wearing sneakers and a t-shirt.  The photo has been taken with a wide-angle lens.  It is black and white, except for the sky, which is dark blue.
I207|Dancing 9|Six women dancing, wearing large silver and red headdresses and bright yellow dresses. They are holding their hands on their hips.
I301|Exercise 3|Two groups of men rowing in black rubber rafts with green oars.  They are wearing camouflage pants.
I261|Dog 11|A brown dog sitting on a garden path.  His mouth is open and his mottled tongue is hanging out.  He has a chain collar around his neck.
I145|Celebration 2|A man in a hat holding five lit torches in front of water with other people standing behind him.  All appear in silhouette.
I504|Moon 1|A picture of the full moon against a dark background.  Maria and craters are visible on its surface.
I441|Intensity 1|A red-faced woman with brown hair, baring her teeth angrily.
I430|Happy pose 3|A boat sailing towards a bridge, on which four people are jumping into the air. A lens flare is behind the people.
I763|Sleepy pose 2|A sleeping guard, wearing a blue uniform, a tie, and a hat with an insignia on the front of it.
I171|Cold 1|A large ship with smoke rising from its funnel, followed by a smaller two-masted ship.  They are surrounded by sea ice.
I436|House 1|A house with an ornately carved stone doorway.  The wall on one side is decorated with tiles.  The window bars and lamp post are wrought iron.
I845|Toilet 2|Three white urinals with silver detectors above them, in a bathroom with brown tiled floor and cream tiled walls.
I850|Tornado 3|A tornado in the distance.  A house with a green roof and a tree are in the foreground.
I878|Wedding 5|A black and white photo of a man's hand underneath a woman's hand. The woman is wearing a silver bracelet, long white gloves, and a wedding dress. She is holding two wedding rings.
I14|Ambulance 3|An ambulance, a helicopter, and a fire truck are in a flat paved area. Several firemen are walking around.
I12|Ambulance 1|A man driving a motorcycle with a sidecar stretcher containing an injured man with a white bandage around his head. In the background, a row of men are standing next to horses.
I431|Heart 1|A heart-shaped keyhole on a brown wood surface.  It is held in place by three screws.
I831|Thunderstorm 7|Lightning in a mostly dark sky, with a large white spot in the center where the lightning originates.
I360|Football player 1|A football player is carrying the ball, while a player on the ground tries to pull him down by tugging on the sleeve of his jersey with both hands.
I461|Lake 7|A glassy body of water with grey rocks in it, and pine trees in the background. Behind the pine trees, snowy mountains can be seen.
I44|Bar 1|A bar with beer taps.  A glass of dark beer with a shot of whiskey beside it are on the bar. Two rows of liquor bottles are on shelves in back.
I790|Soldiers 9|A soldier wearing camouflage and carrying a gun stands on a pile of rocks.  A military vehicle is in the background.
I836|Tickling 1|A boy wearing a blue shirt, laughing as another person tickles him.
I851|Tornado 4|A tornado is moving across a flat field.  A black cloud of dirt surrounds its base.  At the top of the funnel is a large dark cloud.
I355|Food 2|A large platter of various kinds of sushi, with more sushi in the background.
I692|Sad face 5|The head and bare shoulders of a young girl.  She is looking to her right and is wearing earrings.
I144|Celebration 1|Five hockey players embrace in a tight circle.  They have their arms on each other's backs and hold their sticks pointing upwards.
I213|Depressed pose 1|A black and white photo of a man in a plaid shirt holding his head in his hands.
I237|Dirt 2|An unpaved road that goes through a field towards some mountains in the distance.
I690|Sad face 3|The face of a man with blue eyes, a large nose and a worried look on his face.
I89|Bored pose 4|A man sitting on a chair with his head tilted back and his eyes open gazing at something above.
I311|Fence 1|A chain link fence just in front of a yellow wall on which it is casting shadows.
I684|Rubber duck 1|A giant rubber duck floating on a lake with a very tall building visible in the background
I380|Garbage dump 2|Many bottles and other litter lying on the sand at a beach, with the water visible behind them.
I15|Angry face 1|A haggard looking black man in a dirty t-shirt and knit cap with glasses perched on top of his head.
I178|Cold 8|Two snowmen with carrot noses and eyes in a snowy field.
I344|Flowers 1|Green, red, pink, white, and yellow flowers above a black stone surface.
I418|Gun 8|A man in a black jacket wearing a gold wedding ring, opening a shotgun with a wooden handle and exposing two shells.
I86|Bored pose 1|A boy leans against a wall in a roughly finished room in front of window.  The wall next to the window has artwork drawn on it.
I536|Nude couple 10|A blonde haired woman in a white top, with a man lying down next to her with his head in her lap.
I470|Lake 16|Sunrise with a lake in the foreground from which the mists are rising as the sun's rays shine through the trees around the lake.
I46|Bar 3|Rows of liquor bottles with pouring spouts
I639|Plane crash 4|A single-engine plane lies upside-down near some trees.  Its landing gear is twisted and the wing in the foreground is broken.
I36|Baby 5|A baby girl is on all fours at a beach.  She is wearing a white dress with red trim.
I359|Food 6|Several skewers are on a grill.  They contain bell peppers, onions, and meat.
I47|Barbeque 1|Two hands holding a glass of beer and skewers with grilled okra on them.  A man in a yellow hat is removing a piece of okra from the skewers.
I691|Sad face 4|A black and white photo of an old man with  bushy eyebrows, wearing a collared sweater.
I738|Shot 1|Hands wearing gloves inserting a needle into a bump on a person's arm.
I318|Fire 1|A man breathing fire from his mouth.  He wears a turban and several necklaces.
I32|Baby 1|An infant grasps an adult finger in his hand.
I421|Hallway 1|A stone passage with two black pipes running along it, supported on stone posts.  There are filled-in window openings with X's marked above them.  The floor appears wet.
I248|Doctor 7|A surgeon operates on a draped patient, assisted by a nurse.  Various instruments are around the lower part of the patient's body and an imaging device is over his exposed skin.
I671|Rocks 4|Rounded wet stones of various sizes and colors.
I91|Bored pose 6|A child looks out a rain-covered window with his head resting on his hand.
I230|Destruction 7|A tree with garbage hanging off it, in front of a wooden structure that has been destroyed and is also covered in garbage. A blue car is in the background.
I529|Nude couple 3|A woman wearing a pink shirt kissing a man wearing a green short sleeved shirt.
I186|Couple 4|A man and woman embracing at the water's edge on a beach. The woman is leaning backwards while the man supports her.   She is wearing a white wedding dress and veil.  The man is wearing a black suit.
I232|Destruction 9|A destroyed house in which the roof has fallen down onto the rest of the house.  Across the yard, an American flag is tied to a post on top of a brick structure.
I739|Shot 2|A medic wearing camouflage smiles as he administers an injection to a black haired woman wincing in pain.
I764|Sleepy pose 3|A man with his head lying on the keyboard of a laptop computer.  His eyes are closed and he appears to be asleep.  A mouse with a red roller ball is next to him.
I538|Nude couple 12|A woman sitting astride a clothed man with her dress hiked up and her legs visible.   Out-of-focus city lights are in the background
I13|Ambulance 2|An ambulance and an emergency doctor's car are on the side of a road.  Both vehicles are white with orange stripes.  A yellow helicopter is on the ground behind a tree in the background.
I66|Beach 8|Many boats in the water in front of a beach.  People are standing on the beach and several chairs are on it.  A palm tree is in the foreground.  The sun is low in the sky.
I562|Nude man 22|The unclothed torso of a muscular man with his hands reaching up and his face turned up so that only his neck and chin are visible.
I444|Jail 3|A red barber chair with white arm rests in a decaying building with stone walls. Debris is around it.
I195|Cups 1|Two brown mugs with white insides.  One of them is lying on its side.
I531|Nude couple 5|An unclothed man and woman embracing in an intimate manner.
I855|Tumor 1|An old women with her left eye pulled open by two sets of fingers, revealing raw-looking red flesh where the eyeball used to be.
I94|Boxing 2|Two boxers fighting under bright lights.  They are wearing black gloves with red tape on the wrists.
I104|Camping 1|A man kneeling in front of a tent with two similar-looking girls at his sides.  Their hands rest on his shoulder, one on top of the other.
I43|Band 2|A black man with a beard and dreadlocks, standing at a microphone and holding a guitar.
I18|Angry face 4|A closeup of a man's face with squinting eyes and black and white stubble growing.  His expression looks angry.
I19|Angry face 5|A man with a beard and mustache looking sternly at the camera. Half of his face is obscured in darkness while the other half is lit by a red light.
I892|Yarn 2|A wooden spool of brown thread, lying on its side on a wood surface.
I302|Explosion 1|An airplane on a runway with an enormous red and orange explosion behind it.
I485|Lion 5|A lion and a cub looking up from the carcass of an animal that they have partially devoured.
I501|Monkey 2|An ape with black fur and its legs spread apart sitting in a rocky area.
I707|Satellite 1|The Soyuz spacecraft orbiting above the earth.
I742|Shot 5|A turquoise syringe with an orange cap, lying on top of healthcare paperwork with silver scissors in the background.
I525|Neutral pose 2|A man and dog walking on a snow-covered sidewalk past trees and bushes.
I148|Cemetery 3|A large array of white crosses with some stars of David at a military cemetery.
I306|Explosion 5|An enormous mushroom cloud rises from Bikini Atoll.
I99|Building 1|Three stained-glass windows depicting scenes from the life of Christ.
I189|Couple 7|A young man and woman embracing at the entrance of a wooden building.  The woman is barefoot, with her shoes visible to the left.  She wears a blue dress and a headband.  The man has on a blue shirt and dark pants.
I236|Destruction 3|A trash pile with wheels and axle parts from a machine or vehicle
I8|Alcohol 5|Two glasses of sparkling wine with gold rims and floral engraving.  They are outdoors, resting on a stump with flowers nearby and in the background.
I568|Nude woman 5|A black and white photo of a topless woman standing in a forest. She has a star in her hair and a necklace on.
I623|Picnic 4|A woman, two boys, and a man sitting on the grass. The woman's hands are together in prayer. The boys and man are wearing white turbans.
I710|Scared face 2|A man wearing a blue and white shirt in front of a green screen, with his mouth open and his eyes spread wide.
I20|Angry pose 1|A dark-haired man with his mouth wide open and his index finger pointed towards the camera.  He seems to be yelling.
I62|Beach 4|A dark-haired woman lying on a beach with her elbows resting on a log.
I33|Baby 2|A baby boy lying on his stomach and looking upwards.
I65|Beach 7|A beach with many sailboats and some swimmers in the water.  A woman's legs on a chaise longue are in the foreground.
I314|Fence 4|A chain-link fence with a strand of barbed wire.
I609|Parasailing 1|Two men kitesurfing off a tree-lined coast with mountains in the background.
I506|Mother 2|A small boy is behind a woman, holding up strands of her bright orange hair.
I613|Party 1|The arms of a woman.  She is holding a drink and has a watch on her left wrist and two rings on her right hand.  A bit of her blond hair is visible.
I337|Fireworks 4|Yellow fireworks going off in the black sky.
I398|Gorrila 1|A gorilla resting his head on one hand while touching grass with his other hand. It is sitting in a grassy enclosure with a few trees.
I381|Garbage dump 3|A pile of metal garbage. A turquoise car is in the bottom right hand corner of the image.
I300|Exercise 2|A black man lifting a barbell while five white men and one woman watch.
I69|Bear 3|A polar bear with snow on its muzzle, walking on snowy ground.
I23|Animal carcass 2|A large brown lizard eating the rotting flesh of a dead animal.
I751|Skijump 1|Four ski lifts on the side of a white snowy mountain. A parking lot is at the bottom of the mountain.
I21|Angry pose 2|A black and white picture of a person with his hands on his head, grimacing.
I179|Collaboration 1|Six hands resting on each other. One of the wrists has a purple band around it. Another one has a white watch.
I181|Cotton swabs 2|Seven cotton swabs lying on a grey surface.
I218|Dessert 1|A two-layer square cake.  It has white icing with purple dots and large purple flowers on top.
I353|Flowers 10|The feet of a man dressed in orange robes, walking on pink, red, and white flower petals.
I622|Picnic 3|A group of shirtless men sitting on wooden chairs and tables that have been placed in a stream.
I765|Sleepy pose 4|A man sleeping on a table next to a mostly empty black plastic food container and a white styrofoam drink cup.
I616|Penguins 2|An adult penguin stands upright with a baby penguin standing in front of it.  Other penguins on their bellies are in the background.
I139|Cat 10|A black and gray striped cat stretching itself.
I130|Cat 1|A black and white cat with bright blue eyes, against a shadowy background.
I106|Camping 3|Three men and two women dressed in medieval costumes sit on benches at a wooden table.  The table has a horn, a furred hat, and an apple on it.  A shield is nearby.
I147|Cemetery 2|A large, nearly full moon shines down on a howling wolf in a graveyard.  Two crosses and a headstone are visible.  A flock of birds flies overhead.
I275|Dog 25|A dog with brown and black fur lies with his chin on the ground and looks up inquiringly. A green and black rope is tied to his collar.
I224|Dessert 7|A pumpkin pie with one slice cut out sits in a basket on a table.  The missing slice is on a nearby plate.  Canned pumpkin and whole pumpkins are behind it.
I255|Dog 5|A brown and white puppy, resting its chin on a pile of toys.
I157|Children 1|A girl and a boy chasing each other for fun.
I408|Graveyard 3|Eight cross-shaped grave markers, standing in a green field with the blue sea visible in the background.
I496|Miserable pose 3|A black and white image of a severely emaciated child lying on a bed with white sheets.
I567|Nude woman 4|A black and white photo of a naked woman, lying on her side turned away from the camera. One arm is covering her breasts and the other is covering her face.
I172|Cold 2|An old-fashioned sled with curved wooden runners and red striped fabric on top, sitting in the snow.
I376|Galaxy 6|A crater-covered planet with an intense spot of light near its top.   Stars and shooting stars fill the space around it.
I5|Alcohol 2|Three shelves full of bottles of whiskey.
I393|Gazing 5|A silhouette of a man with hills behind him. The man is posing to make it look as if he has the setting sun in his hand.
I387|Gargoyle 1|A gargoyle in the form of a monster with pointy teeth and long nails.
I315|Fence 5|A chain-link fence with blue sky behind it.
I7|Alcohol 4|Many clear long-stemmed glasses with green and red liquid in them on a brown counter in front of a mirror.
I64|Beach 6|A man and woman lie side by side in a hammock suspended from two palm trees at the beach. Turquoise water, a sailboat, and hills are in the background.
I164|Cliff diver 2|A man leaps from a diving platform to begin a dive into the ocean below.
I523|Neutral face 5|A woman with shoulder-length brown hair and brown eyes looking straight into the camera.  Her hands are touching her neck.  A necklace of green beads is visible.
I216|Depressed pose 4|Profile view of a man with stubble-length hair and beard.  His head is lowered and his eyes are closed.  The fingertips of his left hand are resting on his forehead.
I469|Lake 15|A mirror-like lake reflects the sky, clouds, and trees above.  There is a patch of bright green grass on the shore.
I70|Bed 1|A bed with the covers pulled back and rumpled sheets.  At its side is a nightstand with a clock, phone, and some papers.
I388|Gargoyle 2|A gargoyle in the form of a bewigged man with an open mouth sticks out at right angles from the wall of a cathedral.
I219|Dessert 2|An array of cupcakes decorated on top with the faces of different animals.
I2|Acorns 2|Three acorns are on a flat surface.  One acorn is missing its cap.  Two caps are to the left of the acorns.  The acorns and caps are casting long shadows on the surface.
I6|Alcohol 3|Three bottles of wine with red wrapping around their necks, against a dark background.
I17|Angry face 3|A man with a shaved head.  His eyes are narrowed and his mouth is open, with the top row of teeth showing.  He is in front of a painting.
I512|Mother 8|A smiling woman and baby girl, both dressed in pink.  The baby's dress has pink wings attached to it.
I801|Storage 2|White, purple, red, green, blue, and orange shipping containers, stacked on top of each other.
I704|Sailing 1|Two women in life jackets are operating a small sailboat.  The boat is heeling sharply to the right and they are leaning to the left to balance it.
I329|Fire hydrant 1|A bright red fire hydrant surrounded by a steel bars.
I245|Doctor 4|A surgical team operating on a patient.  The surgeon is looking through a magnifying apparatus.  Five other doctors and nurses surround him.
I258|Dog 8|Three black and tan dogs lie side by side in a field of stubble.  All are staring at something to their left.  The dog in the middle has his tongue hanging out.
I833|Thunderstorm 9|A lightning storm with several streaks striking the ground.
I35|Baby 4|A man dressed in black shirts holding a new born baby.
I766|Smiling face 1|Two young girls with blond hair and dressed in identical white lace shirts, half way facing us and smiling.  They have their right and left arms crossed, touching a wood beams.
I71|Bee 1|A bee resting on the palm of a person's hand.  The bee has purple and brown wings with a yellow thorax, three legs on one side and two legs showing on the other side.
I556|Nude man 17|A bald muscular man only weary a blue underpants with "Geordi" letters written on the band.  He is staring straight and has tattoos on both arms and belly.  He is lying on a white towel with his legs spread apart.
I372|Galaxy 2|A close-up view of stars in a night sky with a large bright nebula in the center.
I588|Office supplies 3|The heads of sharpened drawing pencils arranged in a tight array.
I244|Doctor 3|A dental professional with a mask and safety glasses holding a drill in a gloved hand.
I312|Fence 2|A wrought iron fence or gate with twisted bars interspersed with twisted bulb shapes.
I458|Lake 4|A pier on a lake surrounded by mountains with a sprinkling of snow on them.
I226|Destruction 1|Helmeted construction workers standing on a damaged building in front of flags, under a threatening sky.
I728|Shark 3|An underwater view of a shark swimming with a second shark in the background.
I533|Nude couple 7|A man and a woman lying prone on top of each on a bed with their eyes closed.
I39|Baby 8|Two unclothed smiling little babies in colorful skull caps looking out from behind a blanket.
I780|Socks 1|A pair of blue and white ankle socks with the Converse logo partially visible.
I364|Frustrated pose 3|An old man with unkempt hair sinking his face into his left hand.
I756|Skydiving 2|A team of parachutists with colored flares on their feet and their hands linked to make an intertwined circular formation over a coastline below.
I807|Street 5|An empty multi-lane road running past buildings and signage and utility poles.
I745|Sidewalk 2|A grasslike plant growing in the cracks between brick shaped paving stones.
I697|Sad pose 1|A girl covering her face with her hands while sitting in front of a laptop computer.
I88|Bored pose 3|A clothes vendor resting her head on the palm of one hand with a disgusted expression on her face.
I835|Thunderstorm 11|A line of threatening clouds moving towards a fishing boat on a bay.
I384|Garbage dump 6|Rusted tins and empty bottles strewn over an area.
I272|Dog 22|A brown dog lying down with its eyes open and resting its head next to its front paw.
I307|Explosion 6|A fiery explosion above a kitchen counter outdoors on a movie set.
I483|Lion 3|A lion with eyes half closed lying with his chin on a big branch.  Green leaves are in the background.
I484|Lion 4|A lion lying on its side with its eyes closed against an enclosure wall.
I737|Shooting 1|A woman in brown with a military-style belt firing a rifle.
I819|Surgery 4|An operating room with a patient lying covered on a table with a surgeon operating and nurses assisting.
I167|Cockroach 2|A brown cockroach with spiky legs on a flat surface
I374|Galaxy 4|Streams of colorful plasma in an alien world with a circular object in the foreground and another visible in the background.
I451|KKK rally 1|Meeting of a group of Ku Klux Klan members wearing their robes and hoods.
I58|BDSM 3|Two women dressed in leather, one with bright red hair, the other black, sitting on the backs of kneeling men. The red-haired woman sits on a man in full blue leather bondage attire, with his hands chained behind his back. The other woman sits on a man dressed in black leather bondage attire with his hands tied in front of him.
I324|Fire 7|A car engulfed in flames with thick black smoke rising from it.
I770|Snake 4|A brown snaked coiled around a green snake on top of rocks and leaves.
I518|Neonazi 1|A man with a shaved head holding a black flag with white lettering, standing next to a woman holding a white sign with black lettering.
I142|Cat 13|A beige and white cat with its eyes closed.
I648|Present 2|A purple box with a light purple ribbon tied in a bow around it. In the background there are more boxes of different colors with ribbons tied around them.
I263|Dog 13|A brown and white dog, with its mouth open and teeth showing. The brown part of the dog covers only one eye.
I509|Mother 5|A brown haired woman wearing a red turtleneck sweater and black jacket holding a blonde baby wearing a grey tube knit sweater.
I658|Rafting 6|A group of people wearing red life jackets and blue and yellow helmets. They are white water rafting in a grey inflatable boat using red paddles.
I696|Sad face 9|A crying boy with his mouth open wearing a green and beige fleece hoodie.
I362|Frustrated pose 1|A dirty and damaged photograph of a woman with messy hair holding her head in her hands.
I227|Destruction 4|Metal sheeting, wood, and debris lying on the ground in front of a small house.
I626|Pigeon 1|A grey pigeon with red feet standing on green grass.
I137|Cat 8|A black cat's face with yellow eyes and white whiskers.
I448|Keyboard 2|A grey laptop keyboard with a blue L-shaped enter key.
I843|Toast 1|A group of people holding up cocktail glasses with a brown liquid inside. One of the cocktail glasses also has ice and a black straw.
I282|Dog attack 1|A man wearing a camouflage U.S. air force uniform holding the leash of a dog which is biting an object in the foreground.
I187|Couple 5|A grey and white monkey kneeling on the ground as it grooms another monkey which is lying on the ground in front of it.
I45|Bar 2|An ornately decorated lounge with blue leather chairs, turquoise track lighting, and gold counters and pillars. There are televisions with wording on them all around the room.
I133|Cat 4|The face of a ginger cat lying sideways on the floor with its eyes closed.
I409|Graveyard 4|A cemetery with rows of crooked and fallen headstones and overgrown green grass.
I72|Biking 1|A bicyclist wearing a pointed bike racing helmet and a blue and yellow biking one-piece spandex jumpsuit.
I235|Destruction 2|A fire-damaged building with one section collapsed. An American flag hangs from the building. There are disaster relief vehicles with long cranes in front of the building.
I486|Massage 1|A man massaging the torso of a woman.  The woman's eyes are closed, her hands are under her right cheek and her hair is tied in a bun.  she is relaxed and has a smile on her face.  The man has white long sleeve shirts and his hands are wrinkled.
I558|Nude man 19|A muscular shirtless man running in front of a body of water.  He has a pair of white goggles in his hand.
I795|Statue 1|A statue of the Buddha in a garden.  A bowl of purple and white flowers rests on stones in front of him.  Two candles in ornamental holders are at his sides.  Green and red trees are growing behind him.
I856|Volcano 1|A crater in some brown mountains from which white smoke is rising.
I460|Lake 6|A picnic basket and some paper cups set against a tree trunk on the edge of a lake.
I574|Nude woman 11|A young woman in a two-piece bathing suit lying on her back with her arms framing her face.
I206|Dancing 8|A group of young girls wearing ethnic dresses holding hands and dancing.
I411|Gun 1|A handgun lying on a surface with its muzzle pointing towards the viewer.
I211|Depressed face 1|A face of a woman wearing glasses and looking down with a pensive look.
I740|Shot 3|A hand holding a hypodermic syringe injecting something into a vein.
I625|Pig 2|Two large black pigs asleep in a straw-covered sty.
I437|Injury 1|The right foot of a woman exhibiting a long wound that is partially healed.
I134|Cat 5|Two very young kittens lying on a towel and peering around them.
I276|Dog 26|A mangy dog looking back with a grievous scab near its tail
I775|Snow 3|Undulating shapes on a grey sand dune in the twilight.
I629|Pigeon 4|A pigeon on a feeder eyeing two vegetables hanging in a mesh bag.
I735|Shark 10|A shark with one blue eye visible cruising by with its mouth partially open.
I299|Exercise 1|A man doing pushups on an athletic field with his head close to the grass.
I100|Building 2|Ruined walls of a church against the backdrop of white clouds a blue sky.
I699|Sad pose 3|A man sitting in an armchair with his hand covering his eyes.
I304|Explosion 3|An armed helicopter flying in front of the flames of an explosion.
I256|Dog 6|A little brown and tan puppy peering out of a polka dot cup resting on a grassy surface inside a fence.
I777|Snow 5|A mound of white snow crystals with more out of focus ones in the background.
I572|Nude woman 9|A woman in her bra and panties lying on her abdomen on a patterned sheet.
I79|Birthday 1|Six birthday candles lit and set on cupcakes. All cupcakes are chocolate colored and have blue frosting with white imitation pearls on them.
I162|Clean 1|Purple lavender soap, cream, lotion, and bath foam, in front of some sprigs of  fresh lavender.
I367|Frustrated pose 6|A woman with her eyes squeezed shut and wearing glasses, holding an object between her teeth while lifting up her long hair with her hands.
I811|Sunset 2|The sun is low on the horizon, painting the sky and clouds in vivid shades of red.
I752|Skijump 2|An empty lighted ski run at twilight with spectators watching.
I584|Nude woman 21|A woman on her abdomen propping herself up on her elbows and her lower legs pointing up clad in a revealing outfit with fishnet stockings and high heels.
I80|Birthday 2|A boy sitting with his mother at a table with a birthday cake and presents.
I668|Rocks 1|Pebbles of various colors and shapes strewn across the sand.
I471|Lake 17|A group of people enjoying a twilight outing a the edge of a lake with high rise buildings in the distant background.
I832|Thunderstorm 8|A bolt of lightning against a blue sky and scattered clouds.
I200|Dancing 2|A ballerina doing a pirouette with the raised leg extended straight out.
I566|Nude woman 3|A naked woman lying on her back on a bed with one arm behind her head and the other hand near her upper thighs.
I711|Scared face 3|A sinister looking face of a woman looking up with her brown eyes and clenched fists covering her nose and mouth.
I896|Yoga 2|A man wearing only shorts doing a yoga pose on a sandy beach.
I81|Birthday 3|A table setting for a birthday party with glasses, plates and caps and sparkly things around a multi-level tray holding desserts.
I705|Sailing 2|A sailor in a harness hiking out of a sailboat on a reach.
I123|Car race 1|A group of colorful race cars going around a curve on a race track
I396|Goat 1|A long-haired goat sitting on the ground with its eyes closed and its head held up.
I202|Dancing 4|A couple dancing the tango.  She wears an ankle length skirt with bright pink streamers.
I85|Bored face 1|A man with a close up image of his face is wearing glasses and looking pensive.  He is wearing prescription glasses and has the reflection of a computer screen on his right lens.
I576|Nude woman 13|A woman wearing a red bikini lying on sand.  She has three strands of pearls around her neck and blue eye shadow and mascara.  Her eyes ae closed and she has a relaxed expression.  Her bikini bra shows half of her full size breast.
I732|Shark 7|A white and blue shark under the surface of blue water with a pilot fish under it.
I92|Bottle 1|Three plastic  bottles of water with blue caps laid flat on a white surface, one in the center and the other two are at an angle.
I308|Father 1|A man asleep with a sleeping little baby lying on him just beside and below his right cheek.
I602|Paperclips 3|A bunch of paper clips that have been interlaced together.
I706|Sailing 3|A red sailboat on a lake in the evening sun with high rise buildings and a tower in the background. The sunlight reflects off the buildings on to the water.
I395|Gazing 7|A man sitting cross-legged on a wall looking across the water towards a large city with high rise buildings in the background.
I391|Gazing 3|A young child gazing at something with his right hand in his mouth.
I497|Miserable pose 4|A girl with her head tilted down in a sad way sitting on a bed with wet hair and a towel across her torso.
I203|Dancing 5|An old couple dancing, the woman is smiling, looks down  and has her head close to him.  The brim of the man's hat is coming over her hair, he is wearing a scarf and is looking forward.
