imageId|caption|label
I591|a cat laying on top of a grass covered ground.|neutral
I592|a close up of a small bird in a field.|neutral
I593|a colorful kite with a colorful beard on it.|positive
I594|a pair of scissors sitting on top of a piece of paper.|neutral
I595|a close up of a pair of shoes on a bed.|neutral
I596|a laptop computer sitting on top of a wooden table.|neutral
I597|a close up of a pair of scissors on a table.|neutral
I598|a pair of scissors sitting on top of a piece of paper.|neutral
I599|a close up of a person holding a cell phone.|neutral
I600|a pair of scissors sitting on top of a table.|neutral
I601|a bunch of colorful scissors sitting on top of a table.|neutral
I602|a close up of a pair of scissors on a table.|neutral
I603|a close up of a pair of scissors on a table.|neutral
I604|a person is flying a kite in the sky.|positive
I605|a man flying through the air while riding a lace.|positive
I606|a man flying through the air while riding a snowboard.|positive
I607|a man on a snowboard in the snow.|neutral
I608|a group of people standing next to each other.|positive
I609|a man digging over a large body of water.|positive
I610|a man flying through the air while riding a lace.|positive
I611|a person is flying a kite in the air.|positive
I612|a person is flying a kite in the sky.|positive
I613|a woman holding a glass of wine in front of her.|neutral
I614|a red fire hydrant sitting in the middle of a forest.|neutral
I615|a group of people riding skis on top of a snow covered slope.|positive
I616|a black and white bird standing on a sandy beach.|positive
I617|a large display case filled with lots of different cakes.|positive
I618|a group of people standing around a large building.|neutral
I619|a close up of a clock on a table.|neutral
I620|a group of people sitting on a park bench.|positive
I621|a little girl eating a hot dog on a bun.|positive
I622|a group of people sitting around a wooden table.|neutral
I623|a group of people sitting on top of a grass covered field.|positive
I624|a black and white cow standing on top of a grass covered field.|neutral
I625|a herd of sheep standing next to each other on a field.|neutral
I626|a black and white bird standing on top of a grass covered field.|neutral
I627|a close up of a bird on a dirt ground.|neutral
I628|a small bird perched on top of a tree branch.|neutral
I629|a bird is perched on a wooden post.|positive
I630|a bird is standing on a rock near the water.|neutral
I631|a flock of birds sitting on top of a wooden bench.|negative
I632|a close up of a bunch of green bananas.|neutral
I633|a close up of a vase with a flower in it.|neutral
I634|a tree with a bunch of green leaves on it.|positive
I635|a close up of a bird on a tree branch.|neutral
I636|a man standing on a beach holding a surfboard.|negative
I637|a small boat sitting on top of a sandy beach.|negative
I638|a room filled with lots of different types of luggage.|negative
I639|a small airplane sitting on top of a field.|negative
I640|a man in a military uniform standing in front of a motorcycle.|negative
I641|a group of people riding skis on top of a snow covered slope.|negative
I642|a group of people riding motorcycles down a street.|neutral
I643|a group of men standing next to each other.|neutral
I644|a group of men riding on the back of horses.|negative
I645|a train traveling down train tracks next to a forest.|negative
I646|a view of a snowy mountain item with a large building in the background.|neutral
I647|a close up of a pair of scissors on a table.|positive
I648|a pair of red scissors sitting on top of a table.|positive
I649|a row of boats sitting on the side of a river.|neutral
I650|a group of birds sitting on top of a metal buildings.|negative
I651|a bunch of `` sitting on top of a table.|neutral
I652|a cat sitting on top of a wooden bench.|neutral
I653|a group of people riding on top of a boat.|neutral
I654|a group of people on mountains in the water.|neutral
I655|a group of people riding on top of mountains.|positive
I656|a group of people riding on top of a boat.|positive
I657|a group of people riding on top of mountains.|positive
I658|a group of people riding on top of a small boat.|neutral
I659|a black and white photo of a train on a train track.|neutral
I660|a view of a body of water with a boat in the background.|positive
I661|a view of a street light from a tree.|positive
I662|a close up of a kite flying in the sky.|neutral
I663|a man riding a motorcycle down a street.|positive
I664|a man riding a skateboard down the side of a road.|neutral
I665|a man on a surfboard riding a wave.|neutral
I666|a man in a wet suit riding a surfboard on a wave.|neutral
I667|a man standing on top of a wooden bench.|neutral
I668|a bunch of carrots are laying on the ground.|neutral
I669|a bunch of birds that are standing in the water.|neutral
I670|a bunch of different types of doughnuts on display.|neutral
I671|a pile of stirring carrots sitting on top of a pile of dirt.|neutral
I672|a bunch of carrots are sitting on the ground.|neutral
I673|a close up of a pair of scissors on a wooden surface.|neutral
I674|a close up of a bunch of different colored tooth brushes.|neutral
I675|a group of people on a boat in the water.|positive
I676|a group of people standing on top of a bridge.|positive
I677|a group of people standing on top of a train.|positive
I678|a bunch of different colored base on display.|neutral
I679|a close up of a bird on a tree branch.|neutral
I680|a close up of a bird on a tree branch.|neutral
I681|a couple of birds standing next to each other.|neutral
I682|a close up of a bird on a building.|neutral
I683|a group of chickens standing next to each other.|neutral
I684|a red and white fire hydrant sitting on the side of a road.|positive
I685|a group of young men playing a game of soccer.|neutral
I686|a group of people on a field playing soccer.|positive
I687|a person walking down a street holding an umbrella.|neutral
I688|a young boy wearing a tie and a shirt.|negative
I689|a young boy wearing a hat and a hat.|neutral
I690|a close up of a person wearing a shirt and tie.|neutral
I691|a man wearing a tie and a shirt.|neutral
I692|a little girl in a pink dress holding a toothbrush.|neutral
I693|a woman in a red dress is holding a blue umbrella.|neutral
I694|a young boy wearing a hat and a tie.|neutral
I695|a young boy brushing his teeth with a tooth brush.|negative
I696|a young boy wearing a blue shirt and a tie.|negative
I697|a little girl sitting at a table using a laptop computer.|negative
I698|a woman is laying on a bed with her arms service.|neutral
I699|a man sitting on a couch holding a cell phone.|negative
I700|a woman is sitting on a bed with a laptop.|negative
I701|a woman sitting on a beach holding a surfboard.|neutral
I702|a woman in a blue shirt and a black hat is talking on a cell phone.|neutral
I703|a black and white photo of a woman sitting on a bench.|negative
I704|a woman in a really riding a surfboard in the water.|neutral
I705|a man riding a lace on top of a body of water.|positive
I706|a point in the middle of a body of water.|positive
I707|a plane is flying in the air with a sky background.|positive
I708|a brown and white dog laying on top of a grass covered field.|neutral
I709|a man in a white shirt brushing his teeth.|neutral
I710|a man in a suit and tie is smiling.|neutral
I711|a man with a toothbrush in his mouth.|neutral
I712|a man in a white shirt is brushing his teeth.|negative
I713|a man sitting on a couch holding a cell phone.|neutral
I714|a black and white photo of a dog wearing a tie.|negative
I715|a woman wearing a white shirt and black tie.|neutral
I716|a group of people sitting around a table with food.|positive
I717|a group of people standing next to each other.|positive
I718|a group of people sitting around a table with food.|positive
I719|a group of people standing next to each other in front of a building.|neutral
I720|a black and white photo of a man talking on a cell phone.|neutral
I721|a group of people sitting around a table with a cake on it.|positive
I722|a group of people standing around a table with a cake.|positive
I723|a group of people sitting around a wooden table.|positive
I724|a couple of brown bears standing next to each other.|neutral
I725|a person holding a pair of scissors in their hands.|negative
I726|a large white bird standing on top of a rock.|neutral
I727|a close up of a black and white bird on a rock.|neutral
I728|a black and white bird standing on a boat.|neutral
I729|a close up of a black and white dog in a mirror.|neutral
I730|a close up of a black and white dog with its marble out.|neutral
I731|a large white bird sitting on top of a metal buildings.|neutral
I732|a large white dog standing on top of a surfboard.|neutral
I733|a small dog is standing on a surfboard.|neutral
I734|a large white bird standing on top of a wooden structure.|neutral
I735|a close up of a bird on a table.|neutral
I736|a close up of a bird on a beach near a body of water.|neutral
I737|a man is holding a cell phone in his hand.|neutral
I738|a person holding a pair of scissors in their hands.|negative
I739|a couple of men standing next to each other in a room.|neutral
I740|a person holding a pair of scissors in their hands.|negative
I741|a pair of scissors sitting on top of a table.|negative
I742|a pair of scissors sitting on top of a wooden table.|neutral
I743|a little girl sitting on a bed holding a teddy bear.|positive
I744|a clock on the side of a brick building.|neutral
I745|a pair of scissors sitting on top of a wooden bench.|neutral
I746|a bird is sitting on a brick wall.|neutral
I747|a train traveling down tracks next to a river.|positive
I748|a bunch of different colored veggies hanging from a wall.|neutral
I749|a bunch of stirring carrots sitting on top of a wooden table.|negative
I750|a person jumping a snow board in the air.|positive
I751|a group of people riding skis down a snow covered slope.|neutral
I752|a group of people standing on top of a snow covered slope.|neutral
I753|a group of people standing next to each other.|neutral
I754|a large building with a clock tower in the middle of it.|neutral
I755|a flock of birds flying over a body of water.|positive
I756|a group of people riding skis on top of a snow covered slope.|positive
I757|a group of people flying kites over a snow covered mountain.|positive
I758|a group of people standing on top of a snow covered slope.|positive
I759|a group of people standing on top of a sandy beach.|neutral
I760|a parking clock tower with a sky background.|neutral
I761|a view of a city street with a large building in the background.|neutral
I762|a baby laying on a bed with a blanket.|negative
I763|a man sitting in a chair with a laptop.|neutral
I764|a man sitting on a couch using a laptop computer.|neutral
I765|a man is preparing food in a kitchen.|neutral
I766|a woman sitting at a table with a baby.|positive
I767|a black and white dog laying on top of a pile of hay.|negative
I768|a close up of a bunch of different animals.|neutral
I769|a bird is standing in a grassy field.|negative
I770|a close up of a dog wearing a hat.|negative
I771|a close up of a dog laying on a rock.|negative
I772|a black and white dog laying on top of a bed.|neutral
I773|a close up of a person on a beach with a frisbee.|neutral
I774|a person on a surfboard in the water.|neutral
I775|a black and white photo of a polar bear swimming in the water.|neutral
I776|a large white bird standing on top of a lush green field.|neutral
I777|a bird standing on top of a lush green field.|neutral
I778|a soccer ball is in the air with a soccer ball in it.|neutral
I779|a soccer ball is in the air with a ball in it.|neutral
I780|a pair of black shoes sitting on top of a bed.|neutral
I781|a row of uniforms in a public restroom.|positive
I782|a group of people standing on top of a sandy beach.|neutral
I783|a group of people standing next to each other in front of a building.|neutral
I784|a group of men standing next to each other on a field.|neutral
I785|a group of people standing next to each other.|neutral
I786|a group of people sitting around a table eating food.|neutral
I787|a group of baseball players standing next to each other.|neutral
I788|a man in a suit and tie is holding a cell phone.|negative
I789|a man sitting on top of a snow covered slope.|negative
I790|a man standing next to a horse in a field.|neutral
I791|a man in a leg 's hat cutting a piece of bread.|negative
I792|a cup of wood sitting on top of a table.|positive
I793|a small bird perched on top of a tree branch.|neutral
I794|a couple of birds standing on top of a dirt field.|negative
I795|a statue of a man sitting on top of a wooden bench.|positive
I796|a close up of a statue of a classroom bear.|positive
I797|a close up of a bird on a beach near water.|neutral
I798|a close up of a bird on a rock.|neutral
I799|a close up of a person holding a pair of scissors.|neutral
I800|a group of people standing around a luggage calico.|neutral
I801|a pile of luggage sitting on top of a wooden floor.|neutral
I802|a row of wooden chairs sitting next to each other.|neutral
I803|a man walking down a city street next to a parking building.|neutral
I804|a car driving down a road with a mountain in the background.|neutral
I805|a truck driving down a road next to a lush green field.|positive
I806|a car driving down a road next to a forest.|neutral
I807|a city street filled with lots of traffic next to parking pole.|neutral
I808|a close up of a person holding an open umbrella.|neutral
I809|a close up of a vase with flowers in it.|positive
I810|a view of a bite over a snowy landscape.|positive
I811|a plane flying over a large body of water.|positive
I812|a large body of water with a mountain in the background.|positive
I813|a boat floating on a silver next to a forest.|positive
I814|a large body of water with a large body of water in the background.|positive
I815|a view of a beach with a large body of water in the background.|positive
I816|a person laying on a bed with a blanket.|negative
I817|a group of people sitting at a table with laptops.|neutral
I818|a group of people standing around a table with a cake.|neutral
I819|a group of people standing around a table with a cake.|neutral
I820|a group of people standing around a table.|neutral
I821|a man in a wet suit holding a surfboard.|neutral
I822|a little girl holding a cell phone in her hand.|positive
I823|a man riding a wave on top of a surfboard.|positive
I824|a close up of a bird on a wooden bench.|neutral
I825|a group of people standing on top of a lush green field.|neutral
I826|a traffic light odd over a street next to a forest.|positive
I827|a group of planes flying in jeans in a blue sky.|neutral
I828|a man riding a wave on top of a surfboard.|neutral
I829|a close up of a vase with a flower in it.|neutral
I830|a group of boats floating on top of a body of water.|neutral
I831|a plane flying over a large mountain item.|neutral
I832|a plane flying in the sky over a city.|neutral
I833|a kite flying in the sky over a city.|neutral
I834|a flock of birds flying through a cloudy sky.|neutral
I835|a boat floating on top of a body of water.|neutral
I836|a man holding a nintendo wii game controller.|positive
I837|a close up of a cat laying on a couch.|neutral
I838|a close up of a cat laying on the ground.|positive
I839|a bunch of birds that are standing in the grass.|neutral
I840|a pile of different types of fruit sitting on top of a wooden table.|neutral
I841|a pile of apples sitting on top of each other.|neutral
I842|a close up of a bunch of carrots on a table.|neutral
I843|a man sitting at a table with a glass of wine in front of him.|neutral
I844|a bathroom with a urinal and a urinal.|neutral
I845|two uniforms in a public restroom with graffiti on the walls.|neutral
I846|a bathroom with a toilet , sink , and bathtub.|neutral
I847|a white toilet sitting in a bathroom next to a window.|negative
I848|a traffic light sitting on the side of a road.|negative
I849|a fire hydrant in the middle of a room.|neutral
I850|a view of a river and a bridge over a body of water.|negative
I851|a plane flying in the sky over some trees.|negative
I852|a person is flying a kite on the beach.|neutral
I853|a room filled with lots of wooden furniture.|neutral
I854|a train traveling down tracks next to a parking building.|neutral
I855|a woman holding a pair of scissors in her hands.|negative
I856|a black and white photo of a horse grazing in a field.|neutral
I857|a large white and black boat in a body of water.|negative
I858|a black and white photo of a horse grazing in a field.|neutral
I859|a white toilet sitting next to a white wall.|neutral
I860|a black and white photo of a black and white photo of a man 's tie.|neutral
I861|a close up of a pair of scissors on a table.|neutral
I862|a person holding a surf board in a body of water.|neutral
I863|a black and white photo of a person holding a baseball bat.|neutral
I864|a man holding a cell phone up to his ear.|negative
I865|a group of people sitting on top of a dirt field.|negative
I866|a man in a military uniform standing in front of a motorcycle.|neutral
I867|a group of people riding skis on top of a snow covered slope.|negative
I868|a black and white photo of a boat on the beach.|negative
I869|a close up of a person holding a motorcycle.|negative
I870|a blue and white train engine and some people.|neutral
I871|a black and white photo of a boat in the water.|negative
I872|a person riding a surf board on a body of water.|positive
I873|a large partially in a body of water.|negative
I874|a man wearing a suit and tie with a sort on his face.|positive
I875|a rear and holder cutting their wedding cake.|positive
I876|a person holding a pair of scissors in their hands.|positive
I877|a wedding cake with a rear and holder on top.|positive
I878|a woman holding a pair of scissors in her hands.|positive
I879|a man and a woman sitting on a boat in the water.|positive
I880|a close up of a pair of scissors on a bed.|positive
I881|a couple of women standing next to a cake.|positive
I882|a man cutting a piece of cake with a knife.|positive
I883|a woman is brushing her teeth with a toothbrush.|positive
I884|a vase filled with flowers sitting on top of a wooden table.|positive
I885|a group of people sitting around a table eating food.|neutral
I886|a vase filled with yellow flowers on top of a table.|positive
I887|a kite flying in the sky with a sky background.|neutral
I888|a polar bear standing on a rock in the snow.|positive
I889|a brown and white dog laying on top of a grass covered field.|neutral
I890|a bear is standing in the middle of a forest.|neutral
I891|a close up of a pair of scissors on a table.|negative
I892|a close up of a person holding a pair of scissors.|neutral
I893|a close up of a pair of scissors on a table.|neutral
I894|a close up of a person holding a pair of scissors.|neutral
I895|a woman in a blue shirt is playing frisbee.|positive
I896|a man is throwing a frisbee on the beach.|neutral
I897|a man standing on a beach holding a white frisbee.|positive
I898|a man standing on a beach holding a surfboard.|positive
I899|a parking clock tower with a sky background.|neutral
I900|a group of zebra standing next to each other on a field.|positive
