id,image_title,caption,valence_mean
I865,War 2.jpg,a group of people sitting on top of a dirt field.,2.3960396039604
I826,Thunderstorm 2.jpg,a traffic light odd over a street next to a forest.,5.05555555555556
I867,War 4.jpg,a group of people riding skis on top of a snow covered slope.,2.9705882352941204
I806,Street 4.jpg,a car driving down a road next to a forest.,4.88235294117647
I828,Thunderstorm 4.jpg,a man riding a wave on top of a surfboard.,3.4455445544554504
I804,Street 2.jpg,a car driving down a road with a mountain in the background.,4.611111111111111
I868,War 5.jpg,a black and white photo of a boat on the beach.,2.45544554455446
I864,War 1.jpg,a man holding a cell phone up to his ear.,1.75925925925926
I839,Timber 1.jpg,a bunch of birds that are standing in the grass.,3.8316831683168298
I844,Toilet 1.jpg,a bathroom with a urinal and a urinal.,3.8039215686274503
I825,Thunderstorm 1.jpg,a group of people standing on top of a lush green field.,3.1666666666666696
I847,Toilet 4.jpg,a white toilet sitting in a bathroom next to a window.,2.53465346534653
I761,Skyscraper 2.jpg,a view of a city street with a large building in the background.,4.49019607843137
I559,Nude man 20.jpg,a group of people standing on top of a sandy beach.,3.48148148148148
I281,Dog 31.jpg,a large brown bear sitting on top of a wooden fence.,2.0833333333333304
I702,Sad pose 6.jpg,a woman in a blue shirt and a black hat is talking on a cell phone.,3.31683168316832
I137,Cat 8.jpg,a black and white cat sitting on top of a wooden table.,4.76470588235294
I32,Baby 1.jpg,a person is holding a toothbrush in their hand.,6.175925925925929
I816,Surgery 1.jpg,a person laying on a bed with a blanket.,2.91176470588235
I472,Lamb 1.jpg,a sheep standing on a lush green field.,5.75490196078431
I533,Nude couple 7.jpg,a woman laying on her fingers on a bed.,5.693069306930691
I539,Nude couple 13.jpg,a man sitting on a rock while holding a cell phone.,5.794117647058821
I732,Shark 7.jpg,a large white dog standing on top of a surfboard.,3.81188118811881
I456,Lake 2.jpg,a boat in the middle of a body of water.,6.392156862745099
I453,Knife 1.jpg,a close up of a pair of scissors on a table.,3.24509803921569
I166,Cockroach 1.jpg,a large brown dog standing on top of a wooden table.,2.05882352941176
I831,Thunderstorm 7.jpg,a plane flying over a large mountain item.,4.48514851485149
I546,Nude man 7.jpg,a close up of an elephant 's trunk with its mouth open.,4.51485148514851
I514,Motocross 1.jpg,a man riding a dirt bike on top of a dirt field.,4.77777777777778
I103,Bungee jumping 3.jpg,a man flying through the air while riding a snowboard.,5.111111111111111
I429,Happy pose 2.jpg,a man in a suit and tie holding a cell phone.,5.607843137254901
I672,Rocks 5.jpg,a bunch of carrots are sitting on the ground.,4.4803921568627505
I560,Nude man 3.jpg,a woman sitting on a bench in front of a window.,4.303921568627451
I663,Road 1.jpg,a man riding a motorcycle down a street.,5.05882352941176
I102,Bungee jumping 2.jpg,a man flying through the air while riding a skateboard.,4.76470588235294
I420,Gun 10.jpg,a close up of a motorcycle on a table.,2.64356435643564
I476,Lightning 3.jpg,a group of people on a beach flying a kite.,4.58823529411765
I474,Lightning 1.jpg,a view of a city skyline with a cloudy sky.,4.85294117647059
I578,Nude woman 15.jpg,a man in a white shirt and tie is holding a toothbrush.,5.2843137254901995
I703,Sad pose 7.jpg,a black and white photo of a woman sitting on a bench.,2.7407407407407405
I10,Alcohol 7.jpg,a bunch of bottles of wine sitting on a counter.,4.47524752475248
I298,Excited face 7.jpg,a man wearing a hat and a tie.,4.7524752475247505
I879,Wedding 6.jpg,a man and a woman sitting on a boat in the water.,6.0
I880,Wedding 7.jpg,a close up of a pair of scissors on a bed.,5.2843137254901995
I434,Horse 1.jpg,a couple of brown horses standing next to each other.,5.9351851851851904
I465,Lake 11.jpg,a large body of water with a bunch of boats in it.,5.7156862745098
I499,Money 1.jpg,a bunch of different colored base sitting on top of a table.,4.96039603960396
I621,Picnic 2.jpg,a little girl eating a hot dog on a bun.,5.90740740740741
I750,Skier 1.jpg,a person jumping a snow board in the air.,5.47222222222222
I184,Couple 2.jpg,a group of people standing around a wooden table.,5.627450980392161
I818,Surgery 3.jpg,a group of people standing around a table with a cake.,3.67592592592593
I743,Siblings 1.jpg,a little girl sitting on a bed holding a teddy bear.,6.203703703703701
I28,Archery 1.jpg,a man holding a baseball bat in his hands.,4.29411764705882
I4,Alcohol 1.jpg,a glass of wine sitting on top of a wooden table.,4.6851851851851904
I83,Bloody knife 2.jpg,a person holding a pair of scissors in their hands.,2.2574257425742594
I215,Depressed pose 3.jpg,a woman sitting on the floor with a cell phone.,2.65686274509804
I234,Dirt 1.jpg,an image of a bird flying in the air.,1.6078431372549
I9,Alcohol 6.jpg,a bunch of bottles of wine sitting on top of a counter.,4.53703703703704
I11,Alcohol 8.jpg,a glass of wine sitting on top of a wooden table.,5.475247524752481
I101,Bungee jumping 1.jpg,a man riding a skateboard up the side of a ramp.,4.203703703703701
I637,Plane crash 2.jpg,a small boat sitting on top of a sandy beach.,2.8137254901960804
I683,Rooster 1.jpg,a group of chickens standing next to each other.,4.32352941176471
I232,Destruction 9.jpg,a kite is flying in the air over a field.,3.55555555555556
I796,Statue 2.jpg,a close up of a statue of a classroom bear.,5.03921568627451
I327,Fire 10.jpg,a flock of birds sitting on top of a tree.,2.47058823529412
I357,Food 4.jpg,a plate of food on a table with a bottle of wine and a glass of wine . (p=0.000003).,5.611111111111111
I725,Severed finger 1.jpg,a person holding a pair of scissors in their hands.,1.67326732673267
I873,Weapon 1.jpg,a large partially in a body of water.,2.84259259259259
I365,Frustrated pose 4.jpg,a man in a suit and tie holding a microphone.,3.42156862745098
I325,Fire 8.jpg,a group of people standing next to each other in a forest.,4.1980198019802
I673,Rocks 6.jpg,a close up of a pair of scissors on a wooden surface.,4.20588235294118
I547,Nude man 8.jpg,a man standing on a beach holding a surfboard.,3.1683168316831702
I713,Scared face 5.jpg,a man sitting on a couch holding a cell phone.,3.0297029702970297
I33,Baby 2.jpg,a young boy sitting on a couch holding a remote.,6.02777777777778
I428,Happy pose 1.jpg,a man flying through the air while riding a snowboard.,4.888888888888889
I792,Soup 1.jpg,a cup of wood sitting on top of a table.,5.0495049504950495
I527,Nude couple 1.jpg,a man in a black shirt and a black tie.,5.42156862745098
I561,Nude man 21.jpg,a man in a white shirt and tie standing next to a statue of a bear.,3.54901960784314
I505,Mother 1.jpg,a man riding a surfboard on top of a wave.,6.107843137254901
I897,Yoga 3.jpg,a man standing on a beach holding a white frisbee.,5.49019607843137
I77,Bird 4.jpg,a colorful bird is sitting on a branch.,5.549019607843139
I601,Paperclips 2.jpg,a bunch of colorful scissors sitting on top of a table.,4.578431372549019
I177,Cold 7.jpg,a red fire hydrant sitting in the middle of a forest.,5.29411764705882
I762,Sleepy pose 1.jpg,a baby laying on a bed with a blanket.,2.58823529411765
I709,Scared face 1.jpg,a man in a white shirt brushing his teeth.,3.89108910891089
I58,BDSM 3.jpg,a group of people sitting on a bench in a park.,3.9537037037037
I615,Penguins 1.jpg,a group of people riding skis on top of a snow covered slope.,5.6633663366336595
I199,Dancing 1.jpg,a man flying through the air while riding a skateboard.,5.303921568627451
I207,Dancing 9.jpg,a group of people standing next to each other holding umbrellas.,5.58415841584158
I301,Exercise 3.jpg,a group of people riding on top of a boat.,4.83333333333333
I253,Dog 3.jpg,a dog that is standing in the grass with a frisbee.,5.74509803921569
I145,Celebration 2.jpg,a man and a woman flying a kite on a beach.,4.892156862745099
I504,Moon 1.jpg,a close up of a white and blue toothbrush.,5.27450980392157
I441,Intensity 1.jpg,a woman wearing a blue shirt and a black tie.,2.8137254901960804
I430,Happy pose 3.jpg,a train traveling over a bridge over a river.,5.74257425742574
I763,Sleepy pose 2.jpg,a man sitting in a chair with a laptop.,3.63725490196078
I171,Cold 1.jpg,a small boat in a body of water.,3.99009900990099
I436,House 1.jpg,a brick building with a window and a window.,4.70588235294118
I845,Toilet 2.jpg,two uniforms in a public restroom with graffiti on the walls.,3.6481481481481497
I850,Tornado 3.jpg,a view of a river and a bridge over a body of water.,2.6633663366336604
I881,Wedding 8.jpg,a couple of women standing next to a cake.,5.627450980392161
I14,Ambulance 3.jpg,a red truck is parked on the side of the street.,3.28712871287129
I12,Ambulance 1.jpg,a black and white photo of a man sitting on a motorcycle.,2.3333333333333304
I431,Heart 1.jpg,a brown teddy bear sitting on top of a wooden table.,4.66666666666667
I833,Thunderstorm 9.jpg,a kite flying in the sky over a city.,4.607843137254901
I360,Football player 1.jpg,a baseball player holding a bat on top of a field.,4.768518518518519
I469,Lake 15.jpg,a boat in the middle of a silver with surfboards in the background.,6.2475247524752495
I47,Barbeque 1.jpg,a man cutting a piece of cake with a knife.,4.7156862745098005
I791,Soldiers 10.jpg,a man in a leg 's hat cutting a piece of bread.,2.6039603960396
I836,Tickling 1.jpg,a man holding a nintendo wii game controller.,5.36274509803922
I851,Tornado 4.jpg,a plane flying in the sky over some trees.,2.6960784313725497
I355,Food 2.jpg,a close up of a plate of food on a table.,5.34259259259259
I692,Sad face 5.jpg,a little girl in a pink dress holding a toothbrush.,4.33333333333333
I144,Celebration 1.jpg,a group of baseball players standing on top of a field.,5.32352941176471
I213,Depressed pose 1.jpg,a man is holding a banana in his hands.,2.69444444444444
I237,Dirt 2.jpg,a train traveling through a lush green countryside.,5.59803921568627
I690,Sad face 3.jpg,a close up of a person wearing a shirt and tie.,3.13861386138614
I89,Bored pose 4.jpg,a man sitting on a couch holding a cell phone.,3.1274509803921604
I311,Fence 1.jpg,a group of baseball players standing on top of a field.,3.7326732673267298
I684,Rubber duck 1.jpg,a red and white fire hydrant sitting on the side of a road.,5.411764705882349
I380,Garbage dump 2.jpg,a herd of sheep standing on top of a grass covered field.,1.60185185185185
I15,Angry face 1.jpg,a black and white photo of a man holding a tennis racket.,3.38235294117647
I178,Cold 8.jpg,a white fire hydrant sitting in the middle of a snow covered field.,5.524752475247519
I344,Flowers 1.jpg,a bunch of flowers that are in a glass vase.,5.7623762376237595
I419,Gun 9.jpg,a close up of a black and lake motorcycle.,2.88235294117647
I86,Bored pose 1.jpg,a man standing in front of a bathroom mirror.,3.55882352941176
I528,Nude couple 2.jpg,a man and woman talking on cell phones.,5.441176470588241
I462,Lake 8.jpg,a train traveling over a bridge over a river.,6.205882352941179
I49,Bark 1.jpg,a bird sitting on top of a tree branch.,4.03703703703704
I639,Plane crash 4.jpg,a small airplane sitting on top of a field.,2.04950495049505
I40,Baby 9.jpg,a small child is holding a toothbrush in his mouth.,5.85294117647059
I359,Food 6.jpg,a pile of carrots sitting on top of a table.,5.65686274509804
I50,Bark 2.jpg,a bird perched on top of a tree branch.,4.2592592592592595
I691,Sad face 4.jpg,a man wearing a tie and a shirt.,3.4705882352941204
I738,Shot 1.jpg,a person holding a pair of scissors in their hands.,2.76470588235294
I318,Fire 1.jpg,a man standing in front of a mirror holding a cell phone.,4.40740740740741
I35,Baby 4.jpg,a person laying on a bed with a stuffed animal.,5.92079207920792
I421,Hallway 1.jpg,a black and white photo of a room with a fireplace.,2.61111111111111
I248,Doctor 7.jpg,a man sitting on a bed with a laptop.,3.34313725490196
I671,Rocks 4.jpg,a pile of stirring carrots sitting on top of a pile of dirt.,4.5196078431372495
I91,Bored pose 6.jpg,a man with a design and glasses is talking on a cell phone.,4.55882352941176
I233,Destruction 10.jpg,an old rusted fire hydrant sitting in the middle of a field.,2.0990099009901
I534,Nude couple 8.jpg,a couple of people that are sitting on a bed.,5.27777777777778
I186,Couple 4.jpg,a couple of people that are standing on a beach.,5.97058823529412
I235,Destruction 2.jpg,a group of people walking down a street next to parking pole.,2.1862745098039196
I739,Shot 2.jpg,a couple of men standing next to each other in a room.,3.6960784313725497
I764,Sleepy pose 3.jpg,a man sitting on a couch using a laptop computer.,3.7058823529411806
I530,Nude couple 4.jpg,a woman in a red shirt is looking at her cellphone.,5.36274509803922
I13,Ambulance 2.jpg,a white truck parked in a tall lot.,3.17821782178218
I66,Beach 8.jpg,a couple of boats sitting on top of a sandy beach.,5.85294117647059
I555,Nude man 16.jpg,a man in a suit and tie holding a cell phone.,4.425925925925929
I444,Jail 3.jpg,a man sitting on a chair in a room.,2.51960784313725
I195,Cups 1.jpg,a cup of wood sitting on top of a table.,4.27722772277228
I536,Nude couple 10.jpg,a woman sitting on the ground with a cell phone.,5.5
I855,Tumor 1.jpg,a woman holding a pair of scissors in her hands.,1.40196078431373
I94,Boxing 2.jpg,a man holding a frisbee in his hands.,3.6960784313725497
I104,Camping 1.jpg,a group of people sitting on top of a sandy beach.,5.603960396039599
I46,Bar 3.jpg,several bottles of wine sitting on top of a counter.,4.49019607843137
I18,Angry face 4.jpg,a man with a design wearing a tie.,2.4901960784313704
I19,Angry face 5.jpg,a man with a design and a tie is smiling.,2.8529411764705896
I892,Yarn 2.jpg,a close up of a person holding a pair of scissors.,4.10891089108911
I302,Explosion 1.jpg,a small airplane sitting on top of a runway.,2.64705882352941
I485,Lion 5.jpg,a couple of animals that are standing in the grass.,3.7254901960784306
I501,Monkey 2.jpg,a large black bear laying on top of a rock.,4.02941176470588
I707,Satellite 1.jpg,a plane is flying in the air with a sky background.,5.06862745098039
I742,Shot 5.jpg,a pair of scissors sitting on top of a wooden table.,3.0294117647058796
I525,Neutral pose 2.jpg,a man riding a snowboard down a snow covered slope.,5.254901960784309
I148,Cemetery 3.jpg,a couple of baseball parrot sitting on top of a wooden bench.,2.94444444444444
I306,Explosion 5.jpg,a black and white photo of people on a beach.,1.8235294117647098
I99,Building 1.jpg,a large clock mounted to the side of a building.,5.03703703703704
I189,Couple 7.jpg,a man in a black shirt is playing a video game.,5.91666666666667
I229,Destruction 6.jpg,a group of people standing next to each other on a dirt field.,2.00990099009901
I8,Alcohol 5.jpg,a glass of wine sitting on top of a wooden table.,5.33333333333333
I581,Nude woman 18.jpg,a woman laying on her fingers on a bed.,4.9907407407407405
I623,Picnic 4.jpg,a group of people sitting on top of a grass covered field.,5.029702970297031
I710,Scared face 2.jpg,a man in a suit and tie is smiling.,3.7745098039215694
I20,Angry pose 1.jpg,a man in a suit and tie holding a cell phone.,2.81481481481481
I62,Beach 4.jpg,a woman sitting on the beach with a surfboard.,5.925925925925929
I37,Baby 6.jpg,a baby laying on a bed with a teddy bear.,6.046296296296299
I65,Beach 7.jpg,a man sitting on a beach with a surfboard.,6.068627450980389
I314,Fence 4.jpg,a group of baseball parrot sitting on top of a wooden bench.,2.88235294117647
I609,Parasailing 1.jpg,a man digging over a large body of water.,5.65686274509804
I506,Mother 2.jpg,a little girl is holding a pink and white toothbrush.,5.925925925925929
I613,Party 1.jpg,a woman holding a glass of wine in front of her.,4.5196078431372495
I337,Fireworks 4.jpg,a close up of a bird on a tree branch.,5.953703703703701
I398,Gorrila 1.jpg,a classroom bear sitting on top of a tree goal.,3.90740740740741
I381,Garbage dump 3.jpg,a bunch of lamp that are sitting on the ground.,2.0
I300,Exercise 2.jpg,a group of men standing next to each other holding tennis lounging.,4.6851851851851904
I69,Bear 3.jpg,a polar bear standing on a rock in the snow.,5.465346534653469
I23,Animal carcass 2.jpg,a bird that is standing on a rock.,3.25490196078431
I751,Skijump 1.jpg,a group of people riding skis down a snow covered slope.,4.5
I21,Angry pose 2.jpg,a man is holding a toothbrush in his mouth.,2.80555555555556
I179,Collaboration 1.jpg,a man holding a nintendo wii game controller.,5.431372549019611
I181,Cotton swabs 2.jpg,a pair of scissors sitting on top of a table.,4.05882352941176
I218,Dessert 1.jpg,a birthday cake with a train on it.,5.33333333333333
I345,Flowers 2.jpg,a bouquet of flowers in a vase on a table.,5.950980392156861
I622,Picnic 3.jpg,a group of people sitting around a wooden table.,4.546296296296299
I765,Sleepy pose 4.jpg,a man is preparing food in a kitchen.,3.96078431372549
I616,Penguins 2.jpg,a black and white bird standing on a sandy beach.,6.20792079207921
I131,Cat 2.jpg,a close up of a cat laying on a couch.,5.4950495049505
I130,Cat 1.jpg,a black and white cat is looking at the camera.,5.42156862745098
I107,Camping 4.jpg,a group of people sitting around a table eating food.,5.65686274509804
I147,Cemetery 2.jpg,a black and white photo of a building with a sky background.,3.99009900990099
I268,Dog 18.jpg,a dog laying on a couch next to a stuffed animal.,6.196078431372549
I224,Dessert 7.jpg,a cup of wood and a banana on a table.,5.453703703703701
I277,Dog 27.jpg,a black and white dog sitting on top of a wooden bench.,5.32673267326733
I157,Children 1.jpg,a woman and a child are standing on the beach.,5.72277227722772
I408,Graveyard 3.jpg,a group of people standing on top of a sandy beach.,3.57843137254902
I496,Miserable pose 3.jpg,a woman laying on a bed with a teddy bear.,1.1078431372548998
I580,Nude woman 17.jpg,a woman sitting on a bed in a room.,5.12962962962963
I172,Cold 2.jpg,a wooden bench sitting in the middle of a snow covered field.,4.732673267326731
I376,Galaxy 6.jpg,a view of a plane flying through the air.,5.34313725490196
I5,Alcohol 2.jpg,a display case filled with lots of bottles of wine.,4.25
I393,Gazing 5.jpg,a man flying a kite in a cloudy sky.,5.44444444444444
I387,Gargoyle 1.jpg,a statue of a man standing next to a statue of a bear.,3.90196078431373
I315,Fence 5.jpg,a young boy holding a baseball bat on a field.,3.7745098039215694
I7,Alcohol 4.jpg,a group of wine glasses sitting on top of a table.,4.768518518518519
I64,Beach 6.jpg,a couple of birds sitting on top of a wooden makes.,6.05555555555556
I164,Cliff diver 2.jpg,a person is flying a kite on the beach.,5.108910891089111
I523,Neutral face 5.jpg,a woman in a dress shirt and a tie.,4.9803921568627505
I216,Depressed pose 4.jpg,a man is sitting on a couch with a cell phone.,3.25490196078431
I461,Lake 7.jpg,a couple of boats floating on top of a river.,6.09259259259259
I70,Bed 1.jpg,a bed with a white nicely and pillows on top of it.,4.01980198019802
I388,Gargoyle 2.jpg,a statue of a dog sitting on top of a wooden bench.,3.26851851851852
I219,Dessert 2.jpg,a group of cupcakes with frosting and sprinkles.,5.73529411764706
I2,Acorns 2.jpg,a bunch of different types of doughnuts on a table.,4.5196078431372495
I6,Alcohol 3.jpg,a group of wine glasses sitting on top of a table.,4.16666666666667
I17,Angry face 3.jpg,a man in a suit and tie holding a cell phone to his ear.,2.5
I512,Mother 8.jpg,a little girl holding a pink teddy bear.,5.931372549019611
I801,Storage 2.jpg,a pile of luggage sitting on top of a wooden floor.,4.00990099009901
I704,Sailing 1.jpg,a woman in a really riding a surfboard in the water.,4.59405940594059
I329,Fire hydrant 1.jpg,a red fire hydrant sitting on the side of a road.,4.196078431372549
I245,Doctor 4.jpg,a group of people standing around a table with a cake on it.,3.81188118811881
I280,Dog 30.jpg,a dog is laying on the floor with a toy.,4.58333333333333
I835,Thunderstorm 11.jpg,a boat floating on top of a body of water.,3.94444444444444
I39,Baby 8.jpg,a baby laying on a bed with a stuffed animal.,6.101851851851849
I766,Smiling face 1.jpg,a woman sitting at a table with a baby.,5.638888888888889
I71,Bee 1.jpg,a close up of a dog wearing a tie.,3.6481481481481497
I549,Nude man 10.jpg,a man standing in a bathroom with a toothbrush in his mouth.,3.54455445544554
I372,Galaxy 2.jpg,a person is in the air on a snowboard.,5.77227722772277
I588,Office supplies 3.jpg,a bunch of bananas hanging from a tree.,4.2376237623762405
I244,Doctor 3.jpg,a woman is holding a cell phone to her ear.,4.35185185185185
I312,Fence 2.jpg,a close up of a metal fence with a fence in the background.,4.21782178217822
I466,Lake 12.jpg,a large body of water with a mountain in the background.,6.37623762376238
I226,Destruction 1.jpg,a large clock tower towering over a city at night.,3.17647058823529
I730,Shark 5.jpg,a close up of a black and white dog with its marble out.,3.59803921568627
I538,Nude couple 12.jpg,a woman sitting on a bench in front of a window.,5.06862745098039
I43,Band 2.jpg,a man in a suit and tie holding a microphone.,5.15686274509804
I780,Socks 1.jpg,a pair of black shoes sitting on top of a bed.,4.203703703703701
I364,Frustrated pose 3.jpg,a man in a suit and tie holding a cell phone.,2.3518518518518503
I756,Skydiving 2.jpg,a group of people riding skis on top of a snow covered slope.,5.33333333333333
I807,Street 5.jpg,a city street filled with lots of traffic next to parking pole.,4.049019607843141
I745,Sidewalk 2.jpg,a pair of scissors sitting on top of a wooden bench.,4.56862745098039
I697,Sad pose 1.jpg,a little girl sitting at a table using a laptop computer.,2.88235294117647
I88,Bored pose 3.jpg,a woman sitting on a couch holding a cell phone.,3.08823529411765
I827,Thunderstorm 3.jpg,a group of planes flying in jeans in a blue sky.,3.96039603960396
I384,Garbage dump 6.jpg,a bottle of wine sitting on top of a wooden table.,1.96296296296296
I265,Dog 15.jpg,a black and white dog laying on top of a bed.,3.43137254901961
I307,Explosion 6.jpg,a fire hydrant in the middle of a snowy area.,2.2574257425742594
I483,Lion 3.jpg,a close up of a brown and white cow.,4.94444444444444
I484,Lion 4.jpg,a brown dog laying on top of a sandy beach.,4.627450980392161
I737,Shooting 1.jpg,a man is holding a cell phone in his hand.,3.34313725490196
I819,Surgery 4.jpg,a group of people standing around a table with a cake.,3.4851485148514905
I167,Cockroach 2.jpg,a black and white dog sitting on top of a wooden bench.,2.26470588235294
I374,Galaxy 4.jpg,a white teddy bear sitting on top of a white toilet.,5.431372549019611
I447,Keyboard 1.jpg,a close up of a keyboard and a mouse on a desk.,4.16666666666667
I34,Baby 3.jpg,a baby laying on a bed holding a teddy bear.,5.84158415841584
I326,Fire 9.jpg,a fire hydrant sitting in the middle of a forest.,1.47058823529412
I770,Snake 4.jpg,a close up of a dog wearing a hat.,2.37254901960784
I518,Neonazi 1.jpg,a man in a suit and tie standing in front of a stop sign.,2.03921568627451
I134,Cat 5.jpg,a cat laying on top of a blanket on a bed.,6.2156862745098
I648,Present 2.jpg,a pair of red scissors sitting on top of a table.,5.49019607843137
I255,Dog 5.jpg,a brown and white dog castle on a toy.,5.9405940594059405
I509,Mother 5.jpg,a little girl and a little girl are posing for a picture.,5.9351851851851904
I658,Rafting 6.jpg,a group of people riding on top of a small boat.,4.9907407407407405
I696,Sad face 9.jpg,a young boy wearing a blue shirt and a tie.,2.31481481481481
I362,Frustrated pose 1.jpg,a woman in a white dress holding a pair of scissors.,2.35294117647059
I230,Destruction 7.jpg,a group of giraffe standing next to each other on a field.,2.00990099009901
I626,Pigeon 1.jpg,a black and white bird standing on top of a grass covered field.,4.55882352941176
I142,Cat 13.jpg,a gray and white cat is looking at the camera.,5.45544554455446
I450,Keys 1.jpg,a pile of luggage sitting on top of a wooden floor.,4.02970297029703
I843,Toast 1.jpg,a man sitting at a table with a glass of wine in front of him.,4.8019801980198
I282,Dog attack 1.jpg,a man holding a dog with a frisbee in his mouth.,2.8518518518518503
I187,Couple 5.jpg,a cereal that is sitting on a banana.,4.9907407407407405
I48,Barbeque 2.jpg,a woman holding a pair of scissors in her hands.,5.14851485148515
I138,Cat 9.jpg,a cat wearing a tie and a vest.,5.33333333333333
I409,Graveyard 4.jpg,a group of farm animals standing in a field.,3.21296296296296
I72,Biking 1.jpg,a man riding a dirt bike on top of a dirt road.,5.08823529411765
I228,Destruction 5.jpg,a pair of scissors sitting on top of a piece of paper.,2.14851485148515
I486,Massage 1.jpg,a woman laying on a bed with a blanket.,5.705882352941179
I551,Nude man 12.jpg,a man in a suit is holding a frisbee.,4.66336633663366
I795,Statue 1.jpg,a statue of a man sitting on top of a wooden bench.,5.33333333333333
I856,Volcano 1.jpg,a black and white photo of a horse grazing in a field.,3.75247524752475
I468,Lake 14.jpg,a large body of water with a mountain in the background.,6.31372549019608
I566,Nude woman 3.jpg,a woman laying on a bed with a teddy bear.,4.61764705882353
I206,Dancing 8.jpg,a group of people standing next to each other in a room.,5.31372549019608
I411,Gun 1.jpg,a pair of scissors sitting on top of a wooden table.,2.7326732673267298
I211,Depressed face 1.jpg,a woman wearing a tie and a vest.,3.76470588235294
I740,Shot 3.jpg,a person holding a pair of scissors in their hands.,1.9166666666666698
I625,Pig 2.jpg,a herd of sheep standing next to each other on a field.,4.69444444444444
I437,Injury 1.jpg,a person is holding a pair of scissors.,1.97058823529412
I139,Cat 10.jpg,a cat that is sitting on a wooden bench.,5.450980392156861
I269,Dog 19.jpg,a brown dog with a red hugging sitting on a couch.,5.9405940594059405
I775,Snow 3.jpg,a black and white photo of a polar bear swimming in the water.,4.5648148148148096
I629,Pigeon 4.jpg,a bird is perched on a wooden post.,5.11881188118812
I727,Shark 2.jpg,a close up of a black and white bird on a rock.,3.65686274509804
I299,Exercise 1.jpg,a man is sitting on the grass with a frisbee.,4.70588235294118
I100,Building 2.jpg,a building with a clock on the top of it.,4.796296296296299
I699,Sad pose 3.jpg,a man sitting on a couch holding a cell phone.,2.8703703703703702
I304,Explosion 3.jpg,a military plane is parked on the runway.,2.6481481481481497
I278,Dog 28.jpg,a dog laying on a bed with a stuffed animal.,5.59259259259259
I777,Snow 5.jpg,a bird standing on top of a lush green field.,4.82352941176471
I585,Nude woman 22.jpg,a woman sitting on a bed holding a cell phone.,4.75
I79,Birthday 1.jpg,a birthday cake with candles on it sitting on a table.,5.7843137254902
I162,Clean 1.jpg,a table topped with lots of different types of food.,5.046296296296299
I367,Frustrated pose 6.jpg,a woman holding a cell phone to her ear.,4.68316831683168
I811,Sunset 2.jpg,a plane flying over a large body of water.,6.00980392156863
I752,Skijump 2.jpg,a group of people standing on top of a snow covered slope.,4.86138613861386
I577,Nude woman 14.jpg,a woman laying on top of a bed next to a white wall.,5.08823529411765
I80,Birthday 2.jpg,a little girl sitting at a table in front of a cake.,5.32673267326733
I668,Rocks 1.jpg,a bunch of carrots are laying on the ground.,4.67647058823529
I463,Lake 9.jpg,a couple of boats sitting on top of a sandy beach.,6.411764705882349
I834,Thunderstorm 10.jpg,a flock of birds flying through a cloudy sky.,4.36633663366337
I200,Dancing 2.jpg,a woman holding a tennis racket in her hands.,5.2156862745098005
I579,Nude woman 16.jpg,a woman sitting on a bed with a blue umbrella.,4.69444444444444
I711,Scared face 3.jpg,a man with a toothbrush in his mouth.,3.0462962962963
I896,Yoga 2.jpg,a man is throwing a frisbee on the beach.,3.09259259259259
I81,Birthday 3.jpg,a table topped with plates and bowls of food.,5.568627450980389
I705,Sailing 2.jpg,a man riding a lace on top of a body of water.,5.303921568627451
I123,Car race 1.jpg,a busy city street filled with lots of traffic.,4.38888888888889
I396,Goat 1.jpg,a white sheep standing on top of a grass covered field.,5.33333333333333
I202,Dancing 4.jpg,a couple of women standing next to each other.,5.53921568627451
I85,Bored face 1.jpg,a man in a suit and tie is smiling.,3.6481481481481497
I568,Nude woman 5.jpg,a young boy wearing a hat and a tie.,5.35294117647059
I734,Shark 9.jpg,a large white bird standing on top of a wooden structure.,3.88235294117647
I92,Bottle 1.jpg,a close up of a tooth brush with tooth paste on it.,4.17647058823529
I308,Father 1.jpg,a baby laying on a bed with a teddy bear.,6.029702970297031
I602,Paperclips 3.jpg,a close up of a pair of scissors on a table.,4.049019607843141
I706,Sailing 3.jpg,a point in the middle of a body of water.,5.450980392156861
I395,Gazing 7.jpg,a man sitting on a bench looking at the water.,4.9803921568627505
I391,Gazing 3.jpg,a young boy is brushing his teeth with a toothbrush.,5.425925925925929
I497,Miserable pose 4.jpg,a woman is sitting on a bed in a room.,2.5833333333333304
I203,Dancing 5.jpg,a man in a suit and tie holding a woman.,5.696078431372549
I125,Car race 3.jpg,a large truck driving down a highway with lots of traffic.,4.3960396039604
I118,Car accident 3.jpg,a bunch of lamp that are in a garden.,2.67647058823529
I731,Shark 6.jpg,a large white bird sitting on top of a metal buildings.,3.8981481481481497
I105,Camping 2.jpg,a group of children sitting at a table eating food.,4.96039603960396
I394,Gazing 6.jpg,a man in a hat and tie holding a cell phone.,5.84313725490196
I812,Sunset 3.jpg,a large body of water with a mountain in the background.,6.12037037037037
I93,Boxing 1.jpg,a man wearing a helmet and holding a baseball bat.,3.73529411764706
I757,Skydiving 3.jpg,a group of people flying kites over a snow covered mountain.,5.07920792079208
I519,Neutral face 1.jpg,a woman wearing a hat and sunglasses sitting on a bench.,3.96078431372549
I875,Wedding 2.jpg,a rear and holder cutting their wedding cake.,5.7843137254902
