imageId|caption|label
I446|Two rows of barbed wire fencing surrounding a prisoner barracks.|neutral
I447|A close-up of a computer keyboard.  The layout is for German.|neutral
I448|A grey laptop keyboard with a blue L-shaped enter key.|neutral
I449|A laptop with the keyboard keys lit and the screen showing an indistinct image.|neutral
I45|An ornately decorated lounge with blue leather chairs, turquoise track lighting, and gold counters and pillars. There are televisions with wording on them all around the room.|neutral
I450|Collection of different size keys with key rings and tags.|neutral
I451|Meeting of a group of Ku Klux Klan members wearing their robes and hoods.|negative
I452|A large burning cross, with people in white robes and hoods circling around it.|negative
I453|A black and white photo of a folding knife, pointing into a table at an angle, with silver circles on its black handle.|neutral
I454|A blade lying in the middle of a charcoal fire.|neutral
I455|Pine trees, with a body of water and more pine trees in the background.|positive
I456|A lake surrounded by green trees and mountains on one side with a clear blue sky and a few clouds above.|positive
I457|A two-story house with a balcony on the second floor and shutters on the windows.  A sloping field is behind it and a pond that reflects the house is in front of it.|positive
I458|A pier on a lake surrounded by mountains with a sprinkling of snow on them.|positive
I459|A lone tree on the shore of a blue lake surrounded by low clouds and mountains.|positive
I46|Rows of liquor bottles with pouring spouts|neutral
I460|A picnic basket and some paper cups set against a tree trunk on the edge of a lake.|neutral
I461|A glassy body of water with grey rocks in it, and pine trees in the background. Behind the pine trees, snowy mountains can be seen.|positive
I462|A dock on an still and peacful alpine lake surrounded by coniferous trees.|positive
I463|Canoes on the dock of an alpine lake surrounded by mountains and forests.|positive
I464|A brown pier with low wooden guards on the side, in a body of water with large mountains in the background and a yellow sky.|positive
I465|A rock pool by a lake surrounded by snow-capped mountains and coniferous trees.|positive
I466|An alpine lake surrounded by mountains and coniferous forests.|positive
I467|Snowy mountains and pine trees reflected in a calm lake.  A parking lot is at the edge of the lake.|positive
I468|A blue body of water next to bright green trees in front of a grey and copper mountain range.|positive
I469|A mirror-like lake reflects the sky, clouds, and trees above.  There is a patch of bright green grass on the shore.|positive
I47|Two hands holding a glass of beer and skewers with grilled okra on them.  A man in a yellow hat is removing a piece of okra from the skewers.|neutral
I470|Sunrise with a lake in the foreground from which the mists are rising as the sun's rays shine through the trees around the lake.|positive
I471|A group of people enjoying a twilight outing a the edge of a lake with high rise buildings in the distant background.|positive
I472|A lamb with short fleece, running on green grass.|positive
I473|An arching eruption of molten lava.|neutral
I474|Yellow lightning hitting the water between two large dark rock formations.  The lightning and rocks are reflected in the water.|neutral
I475|A lightning bolt with many branches striking ground at night near a row of houses with lighted windows.|neutral
I476|Lightning with many branches in a purple sky over a city on the water.|neutral
I477|Two streaks of lightning reaching from dark clouds above to the ground.|neutral
I478|Streaks of lightning striking the ground near a town.|neutral
I479|Lightning bolts shooting across the sky with a building and trees visible|neutral
I48|A man with grey hair feeding a child with blonde hair. The man is feeding the child a marshmallow on a stick.|positive
I480|White lightning in a purple sky, with clouds above it and the silhouette of some bushes and rocks below it.|neutral
I481|A lion stands in front of gray rocks.  His head and mane are shown.|positive
I482|A male lion, lying on the ground with its head on its paws, viewed through a grey chain-link fence.|neutral
I483|A lion with eyes half closed lying with his chin on a big branch.  Green leaves are in the background.|neutral
I484|A lion lying on its side with its eyes closed against an enclosure wall.|neutral
I485|A lion and a cub looking up from the carcass of an animal that they have partially devoured.|neutral
I486|A man massaging the torso of a woman.  The woman's eyes are closed, her hands are under her right cheek and her hair is tied in a bun.  she is relaxed and has a smile on her face.  The man has white long sleeve shirts and his hands are wrinkled.|positive
I487|A woman lying prone with her face turned to her left enjoying a massage by a masseur.  There are curtains in the windows and water and mountains can be seen through the window.|positive
I488|A weasel sitting upright like a human being.|neutral
I489|An empty bench facing a row of US flags in a park.|neutral
I49|Brown tree bark with small black holes in it.|neutral
I490|Rows of white crosses in a graveyard with green grass.|negative
I491|Rows of closely spaced white crosses in a cemetery.|neutral
I492|An old woman with a deeply lined face looking sad.|neutral
I493|A little boy wearing a knitted hat looking very concerned.|negative
I494|A man with his hand on his forehead and his eyes closed with an expression of hopelessness.|negative
I495|A man holding his head down inside his crossed arms, sitting in front of a a  blue wall.  He is holding prayer beads.|negative
I496|A black and white image of a severely emaciated child lying on a bed with white sheets.|negative
I497|A girl with her head tilted down in a sad way sitting on a bed with wet hair and a towel across her torso.|negative
I498|A boy sitting on a couch with his head sunk into his arms which are crossed over the tops of his drawn-up knees.|negative
I499|Stacks of gold-colored pound coins, with the amount in each stack increasing from left to right.|neutral
I5|Three shelves full of bottles of whiskey.|neutral
I50|Rough tree bark with moss growing on it.|neutral
I500|A monkey staring with its piercing eyes and its mouth wide open.|neutral
I501|An ape with black fur and its legs spread apart sitting in a rocky area.|neutral
I502|A chimpanzee sitting in a thoughtful pose inside an tiled enclosure.|neutral
I503|A monkey's hand, with black nails and brown fur, holding a black chain link fence.|negative
I504|A picture of the full moon against a dark background.  Maria and craters are visible on its surface.|positive
I505|A silhouette of a woman holding a child above her head, with a yellow sky and water behind her.|positive
I506|A small boy is behind a woman, holding up strands of her bright orange hair.|positive
I507|A pregnant woman with her hands above and below her exposed abdomen.|positive
I508|A blond-haired woman kisses a baby wearing a blue and white striped cap and a blue coat.|positive
I509|A brown haired woman wearing a red turtleneck sweater and black jacket holding a blonde baby wearing a grey tube knit sweater.|positive
I51|A gray tree trunk with green moss growing on the bark.|neutral
I510|A woman kissing her baby in a tender and loving way, holding her inside her arms.  The baby is happy.|positive
I511|A mother in a white dress and hat holding up a baby at her face level and saying something to the baby.|positive
I512|A smiling woman and baby girl, both dressed in pink.  The baby's dress has pink wings attached to it.|positive
I513|A woman sitting on a couch behind a baby in a baby seat balanced on a device.|positive
I514|A BMX motorcycle jumping through the air over a brown and green background.  The rider is wearing black and white motorcycle gear.|neutral
I515|A man concentrating on playing double bass.|positive
I516|Wildflowers and rocks in front of a road with purple mountains in the background and a glowing yellow sky above.|positive
I517|A clearing in a wooded area with the early morning fog highlighted by the sun.|positive
I518|A man with a shaved head holding a black flag with white lettering, standing next to a woman holding a white sign with black lettering.|negative
I519|A white-haired man with a white beard engaging with someone.|neutral
I52|Wood bark with shades of brown and grey color.|neutral
I520|A dark skinned man with black hair wearing square glasses. He has a short beard.|neutral
I521|A smiling man with blue eyes and brown hair|neutral
I522|A man with long brown hair to his shoulders and a goatee.|neutral
I523|A woman with shoulder-length brown hair and brown eyes looking straight into the camera.  Her hands are touching her neck.  A necklace of green beads is visible.|neutral
I524|A man in a three-piece suit standing in front of a river with tall buildings on the opposite shore in the background.|positive
I525|A man and dog walking on a snow-covered sidewalk past trees and bushes.|positive
I526|Pairs of legs clad in trousers and wearing shoes on a cobbled street.|neutral
I527|A shirtless man with dark hair holding a woman and pressing his face against her back.|positive
I528|A dark haired man wearing glasses and a white collared shirt, kissing a dark haired woman wearing a white tank top.|positive
I529|A woman wearing a pink shirt kissing a man wearing a green short sleeved shirt.|positive
I53|The trunk of an old tree with a rough bark covering.|neutral
I530|A man wearing a blue shirt kissing a woman in a pink top.|positive
I531|An unclothed man and woman embracing in an intimate manner.|positive
I532|A naked man lying on top of a naked woman.|positive
I533|A man and a woman lying prone on top of each on a bed with their eyes closed.|positive
I534|A dark-skinned woman with a sheet wrapped around her, being caressed by a light-skinned man wearing a silver watch, in a bed with white sheets.|positive
I535|Young couple kissing each other mouth to mouth, sitting on a bench.  The man has his arms around the woman's neck and the woman has her legs crossed on the man's legs.  They have their eyes closed.|positive
I536|A blonde haired woman in a white top, with a man lying down next to her with his head in her lap.|positive
I537|A man having intercourse with his partner from the back.|neutral
I538|A woman sitting astride a clothed man with her dress hiked up and her legs visible.   Out-of-focus city lights are in the background|positive
I539|A silhouette of a man and woman in each other's arms, kissing in front of the waves on a beach.|positive
I54|A closeup image of greenish tree bark.|neutral
I540|A nude man and a woman performing oral sex on a bed with white sheets and pillows. The woman is kneeling on him, licking his penis with her butt in front of his face.  The man  has his legs spread wide and has his right hand on the woman's right leg and butt.  The both have tattoos.|neutral
I541|A bearded fit-looking man with no shirt stands looking to his left.  He has on a cap and a pair of work gloves.  He appears to be pulling off the left one.|neutral
I542|A shirtless man wearing black shorts sitting in front of a body of water. He is tying the laces of a black and white sneaker.|neutral
I543|Three shirtless men posing on the street in front of shopfronts|neutral
I544|Four shirtless men in black pants smiling. One of them men has his phone in his waistband. Two of the men are tattooed.|neutral
I545|A shirtless man wearing green shorts talking to a shirtless man wearing blue shorts, standing in front of the water on a beach.|neutral
I546|A man showering outside in front of a green tree.|neutral
I547|Two naked men wrestling on a mat while another looks on.|neutral
I548|A shirtless man standing with his left hand on his head, deep in contemplation.|neutral
I549|A hairy naked man standing in the shower, wearing a necklace.|neutral
I55|Four barrels.  One is brown, two are grey, and one is a darker brown.|neutral
I550|A nude man making a sign with his right hand|neutral
I551|A shirtless runner with headphones over his ears.|neutral
I552|A shirtless man looking straight ahead with a grim expression.|neutral
I553|Three shirtless men, looking at something to the left of the image. A black woman is videotaping them in the background.|neutral
I554|Three shirtless men in their underwear, standing in a blue room. One of the men is black, the other two are white.|neutral
I555|A shirtless man with a sunburn across his chest and shoulders standing with a drink in his hand and a smile on his face.|neutral
I556|A bald muscular man only weary a blue underpants with "Geordi" letters written on the band.  He is staring straight and has tattoos on both arms and belly.  He is lying on a white towel with his legs spread apart.|neutral
I557|A man posing in his jock strap in front of a mirror.|neutral
I558|A muscular shirtless man running in front of a body of water.  He has a pair of white goggles in his hand.|neutral
I559|Three nude men posing on a beach with several clothed people in the background|neutral
I56|A group of people with bondage tools and clothing while a larger crowd looks on.  One woman's breasts are bare, another holds a whip.  A man who is smiling holds a whip.|neutral
I560|A man wearing blue shorts with nude torso standing on a balcony.  He is wearing a cross necklace and holding both his hands over the metal rail of the balcony.|neutral
I561|A well-muscled naked black man standing with his arms by his sides.|neutral
I562|The unclothed torso of a muscular man with his hands reaching up and his face turned up so that only his neck and chin are visible.|neutral
I563|A young man lifting another man on his shoulders with some effort.  The other man is very relaxed and lying in a dance like pose on his shoulders.|neutral
I564|A woman with wet hair and nude torso in front of white tiles and a towel bar behind her.|positive
I565|A dark-skinned nude woman with tattoos on her forearms.|neutral
I566|A naked woman lying on her back on a bed with one arm behind her head and the other hand near her upper thighs.|neutral
I567|A black and white photo of a naked woman, lying on her side turned away from the camera. One arm is covering her breasts and the other is covering her face.|neutral
I568|A black and white photo of a topless woman standing in a forest. She has a star in her hair and a necklace on.|positive
I569|A woman lying on her side with her left finger under her chin. She is looking at the viewer.|neutral
I57|Three women and two men with bondage gear walk down the street as a crowd looks on.   One woman carries a whip.  Another has bare breasts with a leather bodice supported by chains.|neutral
I570|Two women in bra tops with painted nails and heavy make up sitting next to each other.|positive
I571|A nude woman asleep on her side with her head resting on her hand.|positive
I572|A woman in her bra and panties lying on her abdomen on a patterned sheet.|positive
I573|A blond hair woman lying on the bed with her breasts as the focus.  She has a pink bra with black tie and a pink underwear with black garter.|positive
I574|A young woman in a two-piece bathing suit lying on her back with her arms framing her face.|positive
I575|A nude woman in a stretching pose with one knee tucked under her and the other knee up forming an angle. Her head is bowed down and one arm reaches to the foot of the bent knee and the other reaches behind her.|positive
I576|A woman wearing a red bikini lying on sand.  She has three strands of pearls around her neck and blue eye shadow and mascara.  Her eyes ae closed and she has a relaxed expression.  Her bikini bra shows half of her full size breast.|positive
I577|A woman lying on a bed in her lingerie with black underpants and red and black bustier.|positive
I578|A nude woman in a seated pose with one knee folded and other knee extended and her hands clasped behind her head|positive
I579|A woman lying on her stomach on one rail of a train track.  She is topless and has her pants pulled down enough to show the crease of her butt. She has tattoos on her back and on her arms.  She is wearing make up, has black hair pulled up with white strands of hair near the end.  Her breast is touching the rail and her right elbow is resting on it.  The sun is shining on her back.|neutral
I58|Two women dressed in leather, one with bright red hair, the other black, sitting on the backs of kneeling men. The red-haired woman sits on a man in full blue leather bondage attire, with his hands chained behind his back. The other woman sits on a man dressed in black leather bondage attire with his hands tied in front of him.|neutral
I580|A young woman with black long hair lying on a white sofa on her stomach. She is topless,  with her right arm covering her breasts.  She is wearing a thong showing most of her buttocks s.  She has on high heeled shoes.|positive
I581|A woman wearing a black bra, underwear, and high heels, sitting on a white couch. The woman has a pierced belly button.|neutral
I582|A woman with her shirt pulled back to expose her breasts and shoulders.  She has nipple piercings and nose studs.  Her left arm is heavily tattooed.|neutral
I583|A woman showing her breasts with pierced nipples.|neutral
I584|A woman on her abdomen propping herself up on her elbows and her lower legs pointing up clad in a revealing outfit with fishnet stockings and high heels.|neutral
I585|A topless blonde woman kneeling on a red couch.  Her leg is tattooed above the ankle.|neutral
I586|A tangled pile of rubber bands.|neutral
I587|A stapler with a blue top and white base sitting on a white surface.|neutral
I588|The heads of sharpened drawing pencils arranged in a tight array.|neutral
I589|Pencils, pens, and markers in a black pencil holder. They are pink, blue, red, green, and black.|neutral
I59|A beach with several chairs on it.  The water is brilliant blue.  A breakwater is just off-shore.|positive
I590|A desk calculator at the edge of a table, to the left is a stapler  and two pens.|neutral
I591|Possum showing teeth in wide open mouth with a frightening posture.|neutral
I592|An orangutan with flabby cheeks watching something intently|neutral
I593|A red, gold, and black Christmas ornament with a pink ribbon on top.|positive
I594|A paint brush with damaged and worn bristles lying on a brown and green burlap sack.|neutral
I595|A white canvas on a frame sitting on crumpled paper.|neutral
I596|A yellow pad of paper on a speckled beige surface.|neutral
I597|A stack of white paper, fanned out near the top.|neutral
I598|A piece of white paper on a bark-like surface.|neutral
I599|A hand holding up a little cross-ruled notebook open to a blank page.|neutral
I6|Three bottles of wine with red wrapping around their necks, against a dark background.|neutral
I60|A vivid and colorful sunset over a body of water.|positive
I600|Paper clips on a table with a bunch more in the background|neutral
I601|Green, white, red, yellow, pink, black, and blue paperclips in a large pile.|neutral
I602|A bunch of paper clips that have been interlaced together.|neutral
I603|A bunch of staples interlinked with each other.|neutral
I604|A paraglider with the colorful chute deployed with a blue sky and scattered white clouds in the background.|positive
I605|A paraglider in the sky against a backdrop of sunlight and dark clouds.|positive
I606|Two skydivers strapped to one another with their arms outstretched against a clear blue sky.|positive
I607|A man wearing a helmet, goggles, and a camouflage jumpsuit, jumping out of an airplane.|neutral
I608|A brass marching band with saxophonists and a trumpeter.  A sousaphone is visible in the back.|positive
I609|Two men kitesurfing off a tree-lined coast with mountains in the background.|positive
I61|A person walking along a sandy seashore at dawn.|positive
I610|A paraglider flying above bucolic farmland alongside a lake.|positive
I611|Two people parasailing under a large parachute with a tow rope going off the picture.|positive
I612|A blue and yellow parachute with an attached American flag, shooting out red sparks in the night sky.|positive
I613|The arms of a woman.  She is holding a drink and has a watch on her left wrist and two rings on her right hand.  A bit of her blond hair is visible.|neutral
I614|A dirt road with grass running down the middle, leading to the gate of a house.  On each side of the road, there is grass and planted green trees.|neutral
I615|A large group of penguins stands in an ice field.  Water and ice cliffs are in the background.|positive
I616|An adult penguin stands upright with a baby penguin standing in front of it.  Other penguins on their bellies are in the background.|positive
I617|People attending a symphony in a grand theater with several levels.|positive
I618|People at a large indoor event held in a sports arena.|neutral
I619|An old rotary-dial telephone on a desk with a fountain pen and paper in front of it.|neutral
I62|A dark-haired woman lying on a beach with her elbows resting on a log.|positive
I620|Parents holding their young kids while sitting on a blanket on a lawn in a park.|positive
I621|Two girls both biting the same piece of watermelon.  They are sitting on a blue blanket in a grass field.|positive
I622|A group of shirtless men sitting on wooden chairs and tables that have been placed in a stream.|neutral
I623|A woman, two boys, and a man sitting on the grass. The woman's hands are together in prayer. The boys and man are wearing white turbans.|positive
I624|A spotted pig standing on one side of a two-wire fence.|neutral
I625|Two large black pigs asleep in a straw-covered sty.|neutral
I626|A grey pigeon with red feet standing on green grass.|neutral
I627|A pigeon on the ground with some seeds scattered around it.|neutral
I628|A pigeon looking intently at something.|neutral
I629|A pigeon on a feeder eyeing two vegetables hanging in a mesh bag.|positive
I63|Two hands clinking champagne glasses in front of a beach at sunset.|positive
I630|A pigeon with green throat feathers standing on a piece of wood.|neutral
I631|Pigeons eating something spilt on a sidewalk.|negative
I632|Three brown pine cones on a piece of wood. The image of one pine cone is mostly cut off.|neutral
I633|A backlit photo of a pine cone sitting on a blue surface.|neutral
I634|Three brown pine cones in a green pine tree.|positive
I635|Four brown pine cones in a tree with no leaves or needles.|neutral
I636|A man standing on the wing of the dismantled carcass of an airplane.|negative
I637|A wreck of an airplane with the cockpit caved in, sitting in black dirt.|negative
I638|The interior of a passenger aircraft in a semi-dismantled state.|negative
I639|A single-engine plane lies upside-down near some trees.  Its landing gear is twisted and the wing in the foreground is broken.|negative
I64|A man and woman lie side by side in a hammock suspended from two palm trees at the beach. Turquoise water, a sailboat, and hills are in the background.|positive
I640|Policemen wearing helmets and body armor lined up in front of a building.|negative
I641|Four men in army uniform and armored vests with their weapons pointed straight ahead.|negative
I642|Two motorcycle policeman are leading two long lines of motorcyclists on a long tree-lined street during the day.  The lines disappear over a hill in the distance|neutral
I643|Armed and helmeted police on board a ferry facing back towards a distant city across the water.|neutral
I644|Uniformed and helmeted riot police forming a line.|negative
I645|A power plant with cooling towers and smokestacks spewing thick white smoke into the atmosphere|negative
I646|Power lines on a snow-draped mountainside.|neutral
I647|A green present wrapped in blue ribbon, a purple present wrapper in lavender ribbon, and a pink present with white dots wrapped in a pink ribbon.|positive
I648|A purple box with a light purple ribbon tied in a bow around it. In the background there are more boxes of different colors with ribbons tied around them.|positive
I649|Railroad tracks branching off in front of a train station.|neutral
I65|A beach with many sailboats and some swimmers in the water.  A woman's legs on a chaise longue are in the foreground.|positive
I650|Barbed wire on top of a wooden picket fence.|negative
I651|Four pumpkins of various sizes and shapes lined up in a row|neutral
I652|A trapped raccoon looking through a wire mesh opening between two boards.|neutral
I653|Rafters going over a fall in white river.|neutral
I654|Rafters tipping over while navigating a stretch of white water.|neutral
I655|White water rafters navigating their craft on a rough river.|positive
I656|A group of youngsters wearing helmets, lifevests and waterproof clothes on a whitewater raft.|positive
I657|A whitewater raft with several helmeted rowers on board navigating through some boiling rapids.|positive
I658|A group of people wearing red life jackets and blue and yellow helmets. They are white water rafting in a grey inflatable boat using red paddles.|neutral
I659|Train track with a station on the left and an old building on the right.  The whole scene is empty of people or trains. The track veers to the right and disappears in the light.|neutral
I66|Many boats in the water in front of a beach.  People are standing on the beach and several chairs are on it.  A palm tree is in the foreground.  The sun is low in the sky.|positive
I660|A rainbow arch of green, yellow and orange over a blue calm ocean and the sky in the background.|positive
I661|A rainbow over a lake with a tree in front.|positive
I662|Streaks of electricity emanating from a circular toroidal device.|neutral
I663|A green car with a person's legs sticking out the window, sitting in the middle of a road with trees on both sides.|positive
I664|A woman in a green and white plaid shirt, rock climbing on brown rocks.|neutral
I665|A man climbing a rock with rope and chain support|neutral
I666|A man in a shirt with cut-off sleeves, holding on to a mossy rock while rock-climbing.|neutral
I667|Two men clinging to a rock face.  They are climbing on brown rocks with no ropes.|neutral
I668|Pebbles of various colors and shapes strewn across the sand.|neutral
I669|Different sizes and shades of grey rocks with smooth edges.|neutral
I67|Two black bears sleeping on some rocks.|positive
I670|A bunch of smooth wind- and sea-weathered rocks.|neutral
I671|Rounded wet stones of various sizes and colors.|neutral
I672|Different shades of grey rocks with smooth edges.|neutral
I673|Different shades of grey rocks with sharp edges.|neutral
I674|Turquoise, grey, and white pebbles.|neutral
I675|A crowd of people in a red roller coaster car going down a slope.  One rider has his arms raised over his head.|positive
I676|People with their hands raised on two roller coasters that are about to descend.|positive
I677|A yellow roller coaster full of people, coasting on a red rail.|positive
I678|A tiled roof with some tiles broken and some tiles missing|neutral
I679|Copper covered tiles on a roof or sloped plane.|neutral
I68|A grizzly bear faces the camera.|neutral
I680|Stained brown semi-circular tiles on a roof.|neutral
I681|A tiled roof with a lot of broken tiles.|neutral
I682|Nine rows of reddish bricks.|neutral
I683|Four roosters with brown and black feathers, with two looking straight forward and two looking sideways.|neutral
I684|A giant rubber duck floating on a lake with a very tall building visible in the background|positive
I685|Rugby players tackling an opposing player who has the ball.|neutral
I686|Men playing rugby on a grassy field.  There are trees with purple leaves and old buildings in the background.|positive
I687|A man running past some walkers under the trees with the sun casting an eerie red glow.|neutral
I688|A sad baby crying with a tear running down the face.  He has big bue eyes and the mouth of the baby is half open.|negative
I689|A young child with blue eyes, wearing a brown hooded fleece sweater, and crying.|neutral
I69|A polar bear with snow on its muzzle, walking on snowy ground.|positive
I690|The face of a man with blue eyes, a large nose and a worried look on his face.|neutral
I691|A black and white photo of an old man with  bushy eyebrows, wearing a collared sweater.|neutral
I692|The head and bare shoulders of a young girl.  She is looking to her right and is wearing earrings.|neutral
I693|A sad-looking little girl with long hair standing in front of a gate or fence.|neutral
I694|A little boy wearing a red jacket and a knitted hat with his mouth open.|neutral
I695|A little girl with smudges on her face looking sad.|negative
I696|A crying boy with his mouth open wearing a green and beige fleece hoodie.|negative
I697|A girl covering her face with her hands while sitting in front of a laptop computer.|negative
I698|A woman with her back to us bending her disheveled head down.|neutral
I699|A man sitting in an armchair with his hand covering his eyes.|negative
I7|Many clear long-stemmed glasses with green and red liquid in them on a brown counter in front of a mirror.|neutral
I70|A bed with the covers pulled back and rumpled sheets.  At its side is a nightstand with a clock, phone, and some papers.|neutral
I700|A man with his head covered in a black cape sitting against a wall with his knees drawn up and his arms resting on his knees.  He has beads around his wrists and fingers.|negative
I701|A man sitting on the ground hugging his knees and bending his head down with his eyes closed.|neutral
I702|An old woman wearing a red scarf, with her hand held against her face. The background is very blurry - a house with grass in front of it.|neutral
I703|A black and white drawing of a man holding a wounded woman, with a gun lying next to them.|negative
I704|Two women in life jackets are operating a small sailboat.  The boat is heeling sharply to the right and they are leaning to the left to balance it.|neutral
I705|A sailor in a harness hiking out of a sailboat on a reach.|positive
I706|A red sailboat on a lake in the evening sun with high rise buildings and a tower in the background. The sunlight reflects off the buildings on to the water.|positive
I707|The Soyuz spacecraft orbiting above the earth.|positive
I708|A gray and black striped cat stares up at a much larger dog with a white muzzle and brown and black fur.|neutral
I709|A man is peering over a shelf and grasping it with his hands.|neutral
I71|A bee resting on the palm of a person's hand.  The bee has purple and brown wings with a yellow thorax, three legs on one side and two legs showing on the other side.|neutral
I710|A man wearing a blue and white shirt in front of a green screen, with his mouth open and his eyes spread wide.|neutral
I711|A sinister looking face of a woman looking up with her brown eyes and clenched fists covering her nose and mouth.|neutral
I712|A man covering his mouth with his hand. His eyes are wide in an expression of shock.|negative
I713|A black and white photo of a woman with her eyes wide, lying in a bed and holding a white sheet over half her face.|neutral
I714|A person with his eyes closed and mouth open in a scream.|negative
I715|A person with long hair and heavy make up around the eyes covering the eyebrows and with vertical lines. The person has dark lipstick with lines extending beyond the corners of his mouth.|neutral
I716|A woman demonstrating something in front of a class of children.|positive
I717|School children smiling and waving at the camera.|positive
I718|Three black students in a class room writing on a big paper each with a male teacher looking over one of them. .The teacher has an ethnic shirt on.|positive
I719|Barefoot children at recess in a school courtyard.|neutral
I72|A bicyclist wearing a pointed bike racing helmet and a blue and yellow biking one-piece spandex jumpsuit.|positive
I720|A group of students, sitting in front of a blackboard with Asian characters written on it.|neutral
I721|Two young girls sitting at a desk in a room and writing in their notebooks.|positive
I722|Two students hunched over a desk and working on a problem together while other students work in the background.|positive
I723|Boys and girls in a classroom with some of them raising a hand.|positive
I724|Two sea lions face each other with open mouths.|neutral
I725|A hand with a severed finger, in a plastic glove. The severed finger is bloody and wrapped in black material.|negative
I726|A dark grey shark with a lighter underbelly swimming in the water.|neutral
I727|A grey shark with teeth showing swimming in dark blue water.|neutral
I728|An underwater view of a shark swimming with a second shark in the background.|neutral
I729|A view from below of a shark's underbelly with its mouth open exposing its teeth.|neutral
I73|Two solid pool balls, one of which is red, the other yellow, and one striped red and white pool ball.|neutral
I730|A shark swimming in front of a reef, with its teeth showing. The front half of the shark is visible.|neutral
I731|An underwater view of a shark swimming in the water just below the surface.|neutral
I732|A white and blue shark under the surface of blue water with a pilot fish under it.|neutral
I733|A shark swimming in a body of blue water, with a second shark behind it.|neutral
I734|A grey shark with five fins visible, swimming in blue water with a fish behind it.|neutral
I735|A shark with one blue eye visible cruising by with its mouth partially open.|neutral
I736|A shark swimming in the water its side fins and dorsal fins visible.|neutral
I737|A woman in brown with a military-style belt firing a rifle.|neutral
I738|Hands wearing gloves inserting a needle into a bump on a person's arm.|negative
I739|A medic wearing camouflage smiles as he administers an injection to a black haired woman wincing in pain.|neutral
I74|Two geese swimming on calm water at sunset.|positive
I740|A hand holding a hypodermic syringe injecting something into a vein.|negative
I741|An empty syringe lies on a hard light brown surface.  A needle at right angles to it is touching it at the end.|negative
I742|A turquoise syringe with an orange cap, lying on top of healthcare paperwork with silver scissors in the background.|neutral
I743|A young girl lying next to an infant on a piece of fabric with flower and leaf patterns on it.  Both of them are wearing white clothes.|positive
I744|Two sewer grates in the middle of a paved brick road.|neutral
I745|A grasslike plant growing in the cracks between brick shaped paving stones.|neutral
I746|Grey paving stones in arcs.|neutral
I747|An elevated walkway paved with stones meandering past trees and houses.|positive
I748|White, grey, and blue paving stones arranged in arcs.|neutral
I749|Small white and blue stones in soil.|negative
I75|A swan with its wings outstretched alighting on a pond.|positive
I750|A composite time-lapse image of a skier in white pants and a red jacket jumping off a snowy ramp.|positive
I751|Four ski lifts on the side of a white snowy mountain. A parking lot is at the bottom of the mountain.|neutral
I752|An empty lighted ski run at twilight with spectators watching.|neutral
I753|A man with a tattooed back sitting on the ground in front of two shirtless men and talking to another person on his right.|neutral
I754|Blue skies and white clouds over blocks of apartment buildings.|neutral
I755|Seven sky divers in free fall in close formation.  Two divers have yellow smoke streaming from their boots and a third has green smoke.  Mountains are below them.|positive
I756|A team of parachutists with colored flares on their feet and their hands linked to make an intertwined circular formation over a coastline below.|positive
I757|Four skydivers free falling over a mountainous coastline.|positive
I758|Two skydivers strapped together.  The one in front is giving two thumbs-up signs. Behind them, another two skydivers can be seen jumping out of a plane.|positive
I759|Three skydivers in free fall.  One has just started deploying his parachute.|neutral
I76|Gold and brown ducklings swimming with their mother on a pond.|positive
I760|A square shaped tower building next to another similar building.|neutral
I761|High-rise buildings with floor-to-ceiling windows next to a river. One of the buildings has a red elevator that runs down to the river.|neutral
I762|A sleeping girl with blonde hair lying on a white sheet.|negative
I763|A sleeping guard, wearing a blue uniform, a tie, and a hat with an insignia on the front of it.|neutral
I764|A man with his head lying on the keyboard of a laptop computer.  His eyes are closed and he appears to be asleep.  A mouse with a red roller ball is next to him.|neutral
I765|A man sleeping on a table next to a mostly empty black plastic food container and a white styrofoam drink cup.|neutral
I766|Two young girls with blond hair and dressed in identical white lace shirts, half way facing us and smiling.  They have their right and left arms crossed, touching a wood beams.|positive
I767|A brown snake lies coiled on dry, leaf-covered ground.|negative
I768|A close view of a coiled snake with red and black markings on the ground.|neutral
I769|A black and white snake lying coiled in green grass.|negative
I77|A green bird with an orange beak, looking at a pink, purple, and blue bird with a black beak. Behind them is a chain link fence and a tree.|positive
I770|A brown snaked coiled around a green snake on top of rocks and leaves.|negative
I771|A diamondback snake moving on a sandy area looking menacing.|negative
I772|A black and yellow snake coiled up on top of some pieces of wood.|neutral
I773|A white powdery substance forming undulating shapes and depressions.|neutral
I774|Sand dune next to blue water, with particles of sand blown in the air.|neutral
I775|Undulating shapes on a grey sand dune in the twilight.|neutral
I776|White coral reefs with a clump of coral sticking out|neutral
I777|A mound of white snow crystals with more out of focus ones in the background.|neutral
I778|A yellow and green soccer ball lying in a field near chalk lines.|neutral
I779|A close-up of a colorful soccer ball lying on the grass, with a stadium in the background.|neutral
I78|A man's hand, holding a black and white bird.|neutral
I780|A pair of blue and white ankle socks with the Converse logo partially visible.|neutral
I781|Solar panels arranged in a geometric fashion on a field.|positive
I782|A line of soldiers silhouetted against a sunset background, standing in front of an airplane.|neutral
I783|An army officer standing while a group of men in uniform do jumping jacks in a dormitory.|neutral
I784|A soldier in combat uniform carrying a rifle walking with four young children dressed in bright clothes.|neutral
