index|caption|label
651|men playing rugby grassy field. trees purple leaves old buildings background.|1
547|orangutan flabby cheeks watching something intently|0
460|woman sitting couch behind baby baby seat balanced device.|1
407|alpine lake surrounded mountains coniferous forests.|1
152|trash pile wheels axle parts machine vehicle|-1
622|many boats water front beach. people standing beach several chairs it. palm tree foreground. sun low sky.|1
802|water splashed bespectacled woman eyes screwed shut.|0
593|backlit photo pine cone sitting blue surface.|0
297|woman eyes squeezed shut wearing glasses, holding object teeth lifting long hair hands.|0
24|grey car side wet road, front portion completely smashed engine exposed.|-1
757|solar panels arranged geometric fashion field.|1
594|three brown pine cones green pine tree.|1
7|group young students classroom knees hands folded.|0
66|squirrel feet rim container held somebody's hands. person's fingers seen container.|1
313|pile metal garbage. turquoise car bottom right hand corner image.|-1
144|group women looking destroyed brick building, standing front destroyed fence post pile rubble.|-1
181|brown white beagle wearing black collar, sitting mouth open.|1
119|group young girls wearing ethnic dresses holding hands dancing.|1
85|man skiing untouched sharp sloped hill filled powdery white snow skis parallel, weight back, poles air. wearing white helmet, red jacket, grey snow pants.|0
173|brown white puppy, resting chin pile toys.|1
629|man shirt cut-off sleeves, holding mossy rock rock-climbing.|0
215|young girl looking shoulder expression delight face.|1
166|surgeon helper operating patient. surgeon wearing camera supported headband. men wear surgical masks white gloves. wall clock background two lights ceiling.|0
862|hands man woman. woman placing silver wedding band man's finger. wears matching wedding band bracelet.|1
624|rainbow lake tree front.|1
516|woman wet hair nude torso front white tiles towel bar behind her.|1
447|ape black fur legs spread apart sitting rocky area.|0
472|man three-piece suit standing front river tall buildings opposite shore background.|1
348|bearded man holding rifle casually low buildings mountains visible background.|-1
274|close pink gerbera daisy among flowers.|1
655|polar bear snow muzzle, walking snowy ground.|1
386|close-up computer keyboard. layout german.|0
163|doctor surgical mask, cap, gown gloves.|0
850|group soldiers standing behind artillery fired. smoke shooting artillery shell visible barrel.|-1
337|field green tall grass.|1
867|ring tied red white ribbons lying small pink pillow.|1
160|surgeons masks, caps gowns operating patient.|0
284|large platter various kinds sushi, sushi background.|1
881|four bobbins orange thread lined row.|0
121|row blood spattered bodies laid floor.|-1
353|menacing looking machine gun background blue sky.|-1
133|array cupcakes decorated top faces different animals.|1
187|short-haired brown dog guinea pig, lying side side red couch.|1
841|smoking crater grey plume smoke white cloud.|-1
797|surgeons wearing masks gowns operating patient.|0
53|large, nearly full moon shines howling wolf graveyard. two crosses headstone visible. flock birds flies overhead.|0
839|old women left eye pulled open two sets fingers, revealing raw-looking red flesh eyeball used be.|-1
887|silhouette person seated hands pressed together head riverbank setting sun behind.|0
599|single-engine plane lies upside-down near trees. landing gear twisted wing foreground broken.|-1
309|blue, red, yellow image space, cloudy nebula center stars around it.|1
315|magazines pieces cardboard boxes lying dirt.|-1
684|person long hair heavy make around eyes covering eyebrows vertical lines. person dark lipstick lines extending beyond corners mouth.|0
552|stack white paper, fanned near top.|0
3|man free fall attached blue bungee jumping apparatus. river mountain him. wearing white shirt blue pants.|0
185|little brown puppy dog black muzzle standing bowed legs.|1
57|woman weeping stone buried person cemetery putting hand stone bending over.|-1
582|woman, two boys, man sitting grass. woman's hands together prayer. boys man wearing white turbans.|1
73|one man diving another man jumping feet first river.|1
29|group colorful race cars going around curve single line race track.|0
270|two people walking bridge body water. water risen high level partially covering street signs bridge. pieces plant matter floating water.|-1
576|people large indoor event held sports arena.|0
647|nine rows reddish bricks.|0
666|many clear long-stemmed glasses green red liquid brown counter front mirror.|0
744|green bird orange beak, looking pink, purple, blue bird black beak. behind chain link fence tree.|1
517|dark-skinned nude woman tattoos forearms.|0
437|little boy wearing knitted hat looking concerned.|-1
812|lightning striking sea behind aircraft carrier several aircraft deck.|0
352|dark silhouettes different types guns, rifles grenade.|-1
726|man tattooed back sitting ground front two shirtless men talking another person right.|0
62|group paper boys holding copies newspapers.|0
892|three plastic bottles water blue caps laid flat white surface, one center two angle.|0
194|mangy looking dog orange peels feet.|-1
891|child looks rain-covered window head resting hand.|0
649|giant rubber duck floating lake tall building visible background|1
377|back hand old man wound exposing bloody flesh.|-1
262|string colorful starburst fireworks lakeside town|1
490|nude man woman performing oral sex bed white sheets pillows. woman kneeling him, licking penis butt front face. man legs spread wide right hand woman's right leg butt. tattoos.|0
399|lone tree shore blue lake surrounded low clouds mountains.|1
214|woman hair spiky style wearing karate outfit talking.|1
473|man dog walking snow-covered sidewalk past trees bushes.|1
84|frost window pane forming intricate fractal shapes|1
871|bouquet flowers white ribbon lying gray stone steps.|1
349|machine gun set sand bags.|-1
702|underwater view shark swimming water surface.|0
463|wildflowers rocks front road purple mountains background glowing yellow sky above.|1
542|heads sharpened drawing pencils arranged tight array.|0
394|blade lying middle charcoal fire.|0
189|pride lionesses feeding carcass freshly killed zebra.|-1
397|two-story house balcony second floor shutters windows. sloping field behind pond reflects house front it.|1
155|dry brown mud dips ridges.|0
849|black white photo boy aiming pistol.|-1
650|rugby players tackling opposing player ball.|0
784|two way road mountains background, double yellow line middle white lines side. blue sky white clouds.|1
48|beige white cat eyes closed.|1
514|unclothed torso muscular man hands reaching face turned neck chin visible.|0
645|stained brown semi-circular tiles roof.|0
132|two-layer square cake. white icing purple dots large purple flowers top.|1
304|planets solar system cratered landscape.|1
539|topless blonde woman kneeling red couch. leg tattooed ankle.|0
694|two sea lions face open mouths.|0
685|woman demonstrating something front class children.|1
583|spotted pig standing one side two-wire fence.|0
454|blond-haired woman kisses baby wearing blue white striped cap blue coat.|1
136|bowl light brown dark brown cookies, sitting wooden surface.|1
117|group hula dancers green floral dresses green yellow leis around necks. garlands around heads, wrists, ankles.|1
557|paper clips table bunch background|0
441|girl head tilted sad way sitting bed wet hair towel across torso.|-1
110|man cartwheel grass field. wearing sneakers t-shirt. photo taken wide-angle lens. black white, except sky, dark blue.|1
396|lake surrounded green trees mountains one side clear blue sky clouds above.|1
824|pile wood logs.|0
370|orange heart-shaped lock chain link fence tall trees background.|0
854|little girl facing soldier rifle pointed her.|-1
269|flooded river flowing bridge carrying vehicular traffic. flood waters partially covered road surrounded tree.|-1
449|monkey's hand, black nails brown fur, holding black chain link fence.|-1
565|brass marching band saxophonists trumpeter. sousaphone visible back.|1
672|two women life jackets operating small sailboat. boat heeling sharply right leaning left balance it.|0
585|grey pigeon red feet standing green grass.|0
278|man dressed black shirts holding new born baby.|1
563|two skydivers strapped one another arms outstretched clear blue sky.|1
75|brown cockroach spiky legs flat surface|-1
742|close view coiled snake red black markings ground.|0
708|woman brown military-style belt firing rifle.|0
105|crow perches tree branch.|0
838|night time traffic patterns divided highway.|0
700|two solid pool balls, one red, yellow, one striped red white pool ball.|0
224|black man lifting barbell five white men one woman watch.|0
359|hang glider taking side mountain town below.|1
782|street lined stone buildings cars parked one side people sidewalk.|0
159|bespectacled person wearing surgical mask cap looking eyepiece instrument.|0
588|pigeon feeder eyeing two vegetables hanging mesh bag.|1
486|man intercourse partner back.|0
464|clearing wooded area early morning fog highlighted sun.|1
77|cockroach brown, white salmon markings back.|-1
785|two-lane road solid line left broken line right divide it. dirt trees side road.|0
479|man wearing blue shirt kissing woman pink top.|1
436|old woman deeply lined face looking sad.|0
857|ship listing side smoke billowing bridge.|-1
170|black brown dog floppy ears sitting grass.|1
49|two cats sitting next eyes almost completely shut.|1
760|soldier combat uniform carrying rifle walking four young children dressed bright clothes.|0
404|canoes dock alpine lake surrounded mountains forests.|1
251|line people blowing fire mouths.|0
617|white water rafters navigating craft rough river.|1
100|man beard mustache looking sternly camera. half face obscured darkness half lit red light.|-1
790|red sky black white clouds sun setting background.|1
856|two soldiers top armored vehicle guns scope shooting something.|0
212|happy young boy eating red radish.|1
639|crowd people red roller coaster car going slope. one rider arms raised head.|1
848|square section white cement plaster wall rough irregular texture.|0
195|dog brown black fur lies chin ground looks inquiringly. green black rope tied collar.|0
674|red sailboat lake evening sun high rise buildings tower background. sunlight reflects buildings water.|1
360|two men helping launch hang glider sandy beach.|1
883|woman reverse warrior pose. looks strong wearing black pants black top. outdoors.|1
884|man wearing shorts yoga pose sandy beach.|0
561|paraglider colorful chute deployed blue sky scattered white clouds background.|1
515|young man lifting another man shoulders effort. man relaxed lying dance like pose shoulders.|0
775|orange dark blue ray light blue water.|0
395|pine trees, body water pine trees background.|1
502|shirtless runner headphones ears.|0
773|greenish rock eyes, nose, smile carved it.|1
59|cheerleader pompoms head tilted one side.|1
717|grasslike plant growing cracks brick shaped paving stones.|0
529|woman wearing red bikini lying sand. three strands pearls around neck blue eye shadow mascara. eyes ae closed relaxed expression. bikini bra shows half full size breast.|1
478|trunk old tree rough bark covering.|0
307|crater-covered planet intense spot light near top. stars shooting stars fill space around it.|1
840|crater brown mountains white smoke rising.|0
239|chain-link fence strand barbed wire.|-1
376|back old person's hand scab bleeding around edges.|-1
193|black white dog sticking muzzle bars enclosure.|-1
288|several skewers grill. contain bell peppers, onions, meat.|1
420|streaks lightning striking ground near town.|0
11|three young boys older boy blue white canoe. three young ones orange lifevests on.|1
389|ornately decorated lounge blue leather chairs, turquoise track lighting, gold counters pillars. televisions wording around room.|0
164|scientist lab coat holding container half-filled blue liquid. hand holding eyeglasses.|0
37|black white photograph kitten person touching nose finger.|1
568|paraglider flying bucolic farmland alongside lake.|1
162|surgical team operating patient. surgeon looking magnifying apparatus. five doctors nurses surround him.|0
328|man sitting cross-legged wall looking across water towards large city high rise buildings background.|0
634|bunch smooth wind- sea-weathered rocks.|0
230|enormous mushroom cloud rises bikini atoll.|-1
749|sand dune next blue water, particles sand blown air.|0
470|man long brown hair shoulders goatee.|0
250|car engulfed flames thick black smoke rising it.|-1
602|four men army uniform armored vests weapons pointed straight ahead.|-1
146|tree garbage hanging it, front wooden structure destroyed also covered garbage. blue car background.|-1
52|crosses graveyard overcast sky framing orange glow setting sun.|0
16|assembly lit orange cream candles different sizes set table.|1
609|purple box light purple ribbon tied bow around it. background boxes different colors ribbons tied around them.|1
253|blackened branches foreground fire background.|-1
82|dried maple leaf lying snow sprinkling snow it.|0
36|white brown cat green eyes standing rocky surface.|1
831|dark column tornado approaching road vehicle it.|-1
544|beach several chairs it. water brilliant blue. breakwater off-shore.|1
518|naked woman lying back bed one arm behind head hand near upper thighs.|0
167|jackal paw head dead antelope.|0
715|young girl lying next infant piece fabric flower leaf patterns it. wearing white clothes.|1
70|purple lavender soap, cream, lotion, bath foam, front sprigs fresh lavender.|1
822|empty row boat floating body water rope one edge.|0
134|bird stands bones recently killed animal.|-1
587|pigeon looking intently something.|0
339|green field gentle slope set bright blue sky single cloud|1
627|woman green white plaid shirt, rock climbing brown rocks.|0
798|surgeons nurse wearing masks gowns, blood gowns gloved hands. patient operating table behind them. surgeons turned away, selecting tools use.|0
47|long-haired brown cat sitting icy ledge.|1
550|white canvas frame sitting crumpled paper.|0
320|gargoyle form bewigged man open mouth sticks right angles wall cathedral.|0
338|green grass droplets water it.|0
27|group colorful race cars going around curve race track|0
357|sniper's rifle bipod scope attached.|-1
619|whitewater raft several helmeted rowers board navigating boiling rapids.|1
452|small boy behind woman, holding strands bright orange hair.|1
558|green, white, red, yellow, pink, black, blue paperclips large pile.|0
256|baby boy lying stomach looking upwards.|1
543|pencils, pens, markers black pencil holder. pink, blue, red, green, black.|0
528|nude woman stretching pose one knee tucked knee forming angle. head bowed one arm reaches foot bent knee reaches behind her.|1
869|close hands bride groom. back towards us, groom putting ring finger bride.|1
116|old couple dancing, woman smiling, looks head close him. brim man's hat coming hair, wearing scarf looking forward.|1
237|wrought iron fence gate twisted bars interspersed twisted bulb shapes.|0
232|man asleep sleeping little baby lying beside right cheek.|1
345|boy teddy bear sit together wooden bridge.|1
787|closeup image sun, stars space visible top left hand corner.|0
691|two young girls sitting desk room writing notebooks.|1
192|brown dog lying eyes open resting head next front paw.|1
176|three black tan dogs lie side side field stubble. staring something left. dog middle tongue hanging out.|1
285|bowl oranges. four oranges cut half.|1
203|man wearing camouflage u.s. air force uniform holding leash dog biting object foreground.|-1
317|collection glass recycled bottles jars.|-1
770|spider silhouette, hanging upside-down web.|0
860|man black striped tuxedo white dress shirt, placing wedding ring woman's hand.|1
659|sad-looking little girl long hair standing front gate fence.|0
750|undulating shapes grey sand dune twilight.|0
220|freckled boy braces teeth. wearing red helmet grate across face.|0
61|young boys working factory|-1
621|train track station left old building right. whole scene empty people trains. track veers right disappears light.|0
142|metal sheeting, wood, debris lying ground front small house.|-1
440|black white image severely emaciated child lying bed white sheets.|-1
115|couple dancing tango. wears ankle length skirt bright pink streamers.|1
778|boy sitting mother table birthday cake presents.|1
498|shirtless man standing left hand head, deep contemplation.|0
402|glassy body water grey rocks it, pine trees background. behind pine trees, snowy mountains seen.|1
247|fire engulfing bushes shore lake sundown.|0
20|blue car front end severely damaged.|-1
458|mother white dress hat holding baby face level saying something baby.|1
522|three women two men bondage gear walk street crowd looks on. one woman carries whip. another bare breasts leather bodice supported chains.|0
878|two tree trunks five rocks foreground, trees background partially obscured smoke.|0
111|three acorns flat surface. one acorn missing cap. two caps left acorns. acorns caps casting long shadows surface.|0
728|seven sky divers free fall close formation. two divers yellow smoke streaming boots third green smoke. mountains them.|1
754|close-up colorful soccer ball lying grass, stadium background.|0
438|man hand forehead eyes closed expression hopelessness.|-1
233|pile horse dung sandy soil.|-1
535|woman wearing black bra, underwear, high heels, sitting white couch. woman pierced belly button.|0
439|man holding head inside crossed arms, sitting front blue wall. holding prayer beads.|-1
720|white, grey, blue paving stones arranged arcs.|0
246|fire truck directing stream water huge fire.|-1
6|man kneeling front tent two similar-looking girls sides. hands rest shoulder, one top other.|1
443|stacks gold-colored pound coins, amount stack increasing left right.|0
267|baby east asian appearance lying belly head lifted up. wearing knit cap looking something right. teddy bear next several larger bears behind him.|1
448|chimpanzee sitting thoughtful pose inside tiled enclosure.|0
532|woman lying stomach one rail train track. topless pants pulled enough show crease butt. tattoos back arms. wearing make up, black hair pulled white strands hair near end. breast touching rail right elbow resting it. sun shining back.|0
74|cockroach flipped upside down, lying red floor rocks embedded it.|-1
480|unclothed man woman embracing intimate manner.|1
673|sailor harness hiking sailboat reach.|1
414|lamb short fleece, running green grass.|1
697|grey shark teeth showing swimming dark blue water.|0
793|body water front mountains, sunset sky reflecting onto water.|1
801|surgeons wearing surgical masks, caps gowns operating patient peering operating microscope.|0
387|grey laptop keyboard blue l-shaped enter key.|0
346|man playing guitar, sitting big stone wearing head scarf. background lake mountains.|1
886|woman yoga pose standing one leg front rock formation.|1
55|cemetery neat rows white gravestones|-1
779|shipping containers next top one another.|0
481|naked man lying top naked woman.|1
581|group shirtless men sitting wooden chairs tables placed stream.|0
364|young man smiling. wearing black glasses, white, short hair, wearing gray t-shirt.|1
179|white poodle collar looking towards us middle grassy path.|1
235|pile dog feces lying grass.|-1
641|yellow roller coaster full people, coasting red rail.|1
17|red black supercar front wheels turned right.|1
217|chef whose mouth open, wearing white paper hat blue shirt embroidered star lapel|0
809|ship skull painted bow water surround mist lightning.|0
388|laptop keyboard keys lit screen showing indistinct image.|0
537|woman showing breasts pierced nipples.|0
569|two people parasailing large parachute tow rope going picture.|1
296|person sinking head hands looking down.|-1
260|deputy fire chief standing front smouldering heap pointing something left hand.|0
0|two acorns lying ground next oak leaves.|0
